"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUARI (000)",15743,9704,1886,1887,2266
"Hombres (001)",12904,7731,1556,1641,1976
"Mujeres (002)",2839,1973,330,246,290
"De 06 a 14 años (003)",101,92,6,3,
"Hombres (004)",75,69,3,3,
"Mujeres (005)",26,23,3,,
"De 15 a 29 años (006)",4832,2817,597,615,803
"Hombres (007)",3926,2211,497,547,671
"Mujeres (008)",906,606,100,68,132
"De 30 a 44 años (009)",5699,3025,775,866,1033
"Hombres (010)",4642,2353,622,743,924
"Mujeres (011)",1057,672,153,123,109
"De 45 a 64 años (012)",3842,2643,437,356,406
"Hombres (013)",3171,2134,369,305,363
"Mujeres (014)",671,509,68,51,43
"De 65 y más años (015)",1269,1127,71,47,24
"Hombres (016)",1090,964,65,43,18
"Mujeres (017)",179,163,6,4,6
,,,,,
"URBANA (018)",6208,3805,955,781,667
"Hombres (019)",4405,2625,711,592,477
"Mujeres (020)",1803,1180,244,189,190
"De 06 a 14 años (021)",55,51,2,2,
"Hombres (022)",42,39,1,2,
"Mujeres (023)",13,12,1,,
"De 15 a 29 años (024)",1787,1054,298,214,221
"Hombres (025)",1247,699,236,168,144
"Mujeres (026)",540,355,62,46,77
"De 30 a 44 años (027)",2337,1267,426,357,287
"Hombres (028)",1593,828,299,258,208
"Mujeres (029)",744,439,127,99,79
"De 45 a 64 años (030)",1578,1025,209,195,149
"Hombres (031)",1166,740,158,151,117
"Mujeres (032)",412,285,51,44,32
"De 65 y más años (033)",451,408,20,13,10
"Hombres (034)",357,319,17,13,8
"Mujeres (035)",94,89,3,,2
,,,,,
"RURAL (036)",9535,5899,931,1106,1599
"Hombres (037)",8499,5106,845,1049,1499
"Mujeres (038)",1036,793,86,57,100
"De 06 a 14 años (039)",46,41,4,1,
"Hombres (040)",33,30,2,1,
"Mujeres (041)",13,11,2,,
"De 15 a 29 años (042)",3045,1763,299,401,582
"Hombres (043)",2679,1512,261,379,527
"Mujeres (044)",366,251,38,22,55
"De 30 a 44 años (045)",3362,1758,349,509,746
"Hombres (046)",3049,1525,323,485,716
"Mujeres (047)",313,233,26,24,30
"De 45 a 64 años (048)",2264,1618,228,161,257
"Hombres (049)",2005,1394,211,154,246
"Mujeres (050)",259,224,17,7,11
"De 65 y más años (051)",818,719,51,34,14
"Hombres (052)",733,645,48,30,10
"Mujeres (053)",85,74,3,4,4
