"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUANCAYO (000)",235,222,13
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",135,135,
"Casa pensión (003)",5,5,
"Hospital, clinica (004)",20,18,2
"Cárcel, centro de readaptación social (005)",3,3,
"Asilo (006)",2,2,
"Aldea infantil, orfelinato, etc (007)",6,6,
"Otro (008)",26,24,2
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",38,29,9
