"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJAMARCA (000)",296395,13467,64940,66704,53124,38471,25925,16339,17425
"Quechua (001)",3161,87,550,389,431,457,422,351,474
"Aymara (002)",130,6,21,11,20,25,23,16,8
"Ashaninca (003)",41,1,14,9,3,4,3,5,2
"Otra lengua nativa (004)",172,7,29,46,30,26,18,8,8
"Castellano (005)",292482,13351,64248,66170,52549,37883,25420,15942,16919
"Idioma extranjero (006)",129,3,10,15,35,33,20,10,3
"Es sordomudo/a (007)",280,12,68,64,56,43,19,7,11
"Hombres (009)",145533,6744,32857,32855,26256,18794,12536,7801,7690
"Quechua (010)",1492,43,261,183,200,220,209,166,210
"Aymara (011)",72,2,10,8,14,13,11,8,6
"Ashaninca (012)",23,1,8,6,1,1,3,2,1
"Otra lengua nativa (013)",95,6,17,26,16,13,10,5,2
"Castellano (014)",143651,6682,32528,32600,25984,18499,12283,7612,7463
"Idioma extranjero (015)",61,2,4,4,15,17,12,5,2
"Es sordomudo/a (016)",139,8,29,28,26,31,8,3,6
"Mujeres (018)",150862,6723,32083,33849,26868,19677,13389,8538,9735
"Quechua (019)",1669,44,289,206,231,237,213,185,264
"Aymara (020)",58,4,11,3,6,12,12,8,2
"Ashaninca (021)",18,,6,3,2,3,,3,1
"Otra lengua nativa (022)",77,1,12,20,14,13,8,3,6
"Castellano (023)",148831,6669,31720,33570,26565,19384,13137,8330,9456
"Idioma extranjero (024)",68,1,6,11,20,16,8,5,1
"Es sordomudo/a (025)",141,4,39,36,30,12,11,4,5
,,,,,,,,,
"URBANA (027)",164379,6945,31791,37896,32287,22713,15238,8961,8548
"Quechua (028)",898,20,134,109,155,168,124,86,102
"Aymara (029)",95,3,17,9,13,17,18,12,6
"Ashaninca (030)",30,1,9,6,2,3,2,5,2
"Otra lengua nativa (031)",155,3,25,41,28,25,18,7,8
"Castellano (032)",162958,6911,31566,37684,32031,22454,15051,8838,8423
"Idioma extranjero (033)",126,3,10,15,34,32,19,10,3
"Es sordomudo/a (034)",117,4,30,32,24,14,6,3,4
"Hombres (036)",79711,3509,15995,18382,15685,10910,7333,4257,3640
"Quechua (037)",453,11,66,57,75,84,72,44,44
"Aymara (038)",52,1,8,6,7,10,9,6,5
"Ashaninca (039)",17,1,5,5,,1,2,2,1
"Otra lengua nativa (040)",84,3,14,23,15,13,10,4,2
"Castellano (041)",78986,3487,15881,18274,15562,10776,7226,4195,3585
"Idioma extranjero (042)",60,2,4,4,15,17,11,5,2
"Es sordomudo/a (043)",59,4,17,13,11,9,3,1,1
"Mujeres (045)",84668,3436,15796,19514,16602,11803,7905,4704,4908
"Quechua (046)",445,9,68,52,80,84,52,42,58
"Aymara (047)",43,2,9,3,6,7,9,6,1
"Ashaninca (048)",13,,4,1,2,2,,3,1
"Otra lengua nativa (049)",71,,11,18,13,12,8,3,6
"Castellano (050)",83972,3424,15685,19410,16469,11678,7825,4643,4838
"Idioma extranjero (051)",66,1,6,11,19,15,8,5,1
"Es sordomudo/a (052)",58,,13,19,13,5,3,2,3
,,,,,,,,,
"RURAL (054)",132016,6522,33149,28808,20837,15758,10687,7378,8877
"Quechua (055)",2263,67,416,280,276,289,298,265,372
"Aymara (056)",35,3,4,2,7,8,5,4,2
"Ashaninca (057)",11,,5,3,1,1,1,,
"Otra lengua nativa (058)",17,4,4,5,2,1,,1,
"Castellano (059)",129524,6440,32682,28486,20518,15429,10369,7104,8496
"Idioma extranjero (060)",3,,,,1,1,1,,
"Es sordomudo/a (061)",163,8,38,32,32,29,13,4,7
"Hombres (063)",65822,3235,16862,14473,10571,7884,5203,3544,4050
"Quechua (064)",1039,32,195,126,125,136,137,122,166
"Aymara (065)",20,1,2,2,7,3,2,2,1
"Ashaninca (066)",6,,3,1,1,,1,,
"Otra lengua nativa (067)",11,3,3,3,1,,,1,
"Castellano (068)",64665,3195,16647,14326,10422,7723,5057,3417,3878
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",80,4,12,15,15,22,5,2,5
"Mujeres (072)",66194,3287,16287,14335,10266,7874,5484,3834,4827
"Quechua (073)",1224,35,221,154,151,153,161,143,206
"Aymara (074)",15,2,2,,,5,3,2,1
"Ashaninca (075)",5,,2,2,,1,,,
"Otra lengua nativa (076)",6,1,1,2,1,1,,,
"Castellano (077)",64859,3245,16035,14160,10096,7706,5312,3687,4618
"Idioma extranjero (078)",2,,,,1,1,,,
"Es sordomudo/a (079)",83,4,26,17,17,7,8,2,2
