"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia TRUJILLO (000)",345557,42707,85798,82168,134884
"Asiste actualmente (001)",239875,24827,82746,73251,59051
"No asiste (002)",105682,17880,3052,8917,75833
"Hombres (004)",172299,21734,43546,41123,65896
"Asiste actualmente (005)",119676,12602,41979,36496,28599
"No asiste (006)",52623,9132,1567,4627,37297
"Mujeres (008)",173258,20973,42252,41045,68988
"Asiste actualmente (009)",120199,12225,40767,36755,30452
"No asiste (010)",53059,8748,1485,4290,38536
,,,,,
"URBANA (012)",336607,41496,83351,79904,131856
"Asiste actualmente (013)",234436,24210,80432,71433,58361
"No asiste (014)",102171,17286,2919,8471,73495
"Hombres (016)",167661,21137,42314,39924,64286
"Asiste actualmente (017)",116907,12310,40812,35553,28232
"No asiste (018)",50754,8827,1502,4371,36054
"Mujeres (020)",168946,20359,41037,39980,67570
"Asiste actualmente (021)",117529,11900,39620,35880,30129
"No asiste (022)",51417,8459,1417,4100,37441
,,,,,
"RURAL (024)",8950,1211,2447,2264,3028
"Asiste actualmente (025)",5439,617,2314,1818,690
"No asiste (026)",3511,594,133,446,2338
"Hombres (028)",4638,597,1232,1199,1610
"Asiste actualmente (029)",2769,292,1167,943,367
"No asiste (030)",1869,305,65,256,1243
"Mujeres (032)",4312,614,1215,1065,1418
"Asiste actualmente (033)",2670,325,1147,875,323
"No asiste (034)",1642,289,68,190,1095
