"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia DATEM DEL MARAÑON (000)",15850,13246,1889,346,369
"Empleado (001)",1374,530,379,196,269
"Obrero (002)",1609,1195,235,85,94
"Trabajador independiente (003)",7771,7055,716,,
"Empleador o patrono (004)",103,71,22,8,2
"Trabajador familiar no remunerado (005)",4794,4196,537,57,4
"Trabajador del hogar (006)",199,199,,,
"De 06 a 14 años (008)",1137,1005,110,21,1
"Empleado (009)",15,13,2,,
"Obrero (010)",104,93,10,1,
"Trabajador independiente (011)",13,12,1,,
"Trabajador familiar no remunerado (013)",982,864,97,20,1
"Trabajador del hogar (014)",23,23,,,
"De 15 a 29 años (016)",6570,5615,715,118,122
"Empleado (017)",467,217,112,57,81
"Obrero (018)",811,618,113,42,38
"Trabajador independiente (019)",2801,2559,242,,
"Empleador o patrono (020)",40,29,4,5,2
"Trabajador familiar no remunerado (021)",2320,2061,244,14,1
"Trabajador del hogar (022)",131,131,,,
"De 30 a 44 años (024)",4906,3873,715,150,168
"Empleado (025)",673,218,214,109,132
"Obrero (026)",437,298,80,25,34
"Trabajador independiente (027)",2743,2464,279,,
"Empleador o patrono (028)",34,23,10,1,
"Trabajador familiar no remunerado (029)",994,845,132,15,2
"Trabajador del hogar (030)",25,25,,,
"De 45 a 64 años (032)",2777,2349,299,52,77
"Empleado (033)",216,81,49,30,56
"Obrero (034)",221,159,27,14,21
"Trabajador independiente (035)",1851,1691,160,,
"Empleador o patrono (036)",27,18,7,2,
"Trabajador familiar no remunerado (037)",445,383,56,6,
"Trabajador del hogar (038)",17,17,,,
"De 65 y más años (040)",460,404,50,5,1
"Empleado (041)",3,1,2,,
"Obrero (042)",36,27,5,3,1
"Trabajador independiente (043)",363,329,34,,
"Empleador o patrono (044)",2,1,1,,
"Trabajador familiar no remunerado (045)",53,43,8,2,
"Trabajador del hogar (046)",3,3,,,
,,,,,
"URBANA (048)",4116,3260,482,183,191
"Empleado (049)",788,308,202,138,140
"Obrero (050)",569,393,98,30,48
"Trabajador independiente (051)",1902,1796,106,,
"Empleador o patrono (052)",60,44,12,3,1
"Trabajador familiar no remunerado (053)",649,571,64,12,2
"Trabajador del hogar (054)",148,148,,,
"De 06 a 14 años (056)",188,154,26,7,1
