"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OTUZCO (000)",31739,30764,9025,4186,4070,3296,4421,2803,1762,1201,975,88164
"De 12 a 14 años (001)",3363,3343,3324,15,4,,,,,,20,23
"De 15 a 19 años (002)",4096,4021,3369,559,81,12,,,,,75,757
"De 20 a 24 años (003)",3561,3225,1076,1202,688,201,53,5,,,336,3436
"De 25 a 29 años (004)",3025,2813,337,791,815,528,300,38,4,,212,5574
"De 30 a 34 años (005)",2973,2870,200,509,730,620,628,160,21,2,103,7760
"De 35 a 39 años (006)",2745,2684,141,279,568,532,744,309,94,17,61,9231
"De 40 a 44 años (007)",2250,2207,82,201,342,425,571,382,143,61,43,8979
"De 45 a 49 años (008)",1976,1941,79,127,247,281,511,344,237,115,35,9238
"De 50 y más años (009)",7750,7660,417,503,595,697,1614,1565,1263,1006,90,43166
"PEA (010)",5884,5593,1544,1012,898,641,725,399,230,144,291,14023
"De 12 a 14 años (011)",265,262,258,3,1,,,,,,3,5
"De 15 a 19 años (012)",715,703,610,80,9,4,,,,,12,110
"De 20 a 24 años (013)",714,634,295,213,91,30,4,1,,,80,507
"De 25 a 29 años (014)",693,613,116,208,152,85,48,4,,,80,1001
"De 30 a 34 años (015)",694,659,81,191,159,101,103,23,1,,35,1408
"De 35 a 39 años (016)",641,609,53,93,175,116,113,43,12,4,32,1713
"De 40 a 44 años (017)",526,511,26,78,106,113,104,66,16,2,15,1658
"De 45 a 49 años (018)",443,431,22,44,85,73,85,60,35,27,12,1785
"De 50 y más años (019)",1193,1171,83,102,120,119,268,202,166,111,22,5836
"Ocupada (020)",5705,5427,1452,975,884,635,716,395,228,142,278,13836
"De 12 a 14 años (021)",250,247,243,3,1,,,,,,3,5
