"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CHINCHA",,,,
"Viviendas particulares (001)",33413,28190,3601,1622
"Ocupantes presentes (002)",148414,126787,15608,6019
"Casa independiente",,,,
"Viviendas particulares (004)",27552,23912,2659,981
"Ocupantes presentes (005)",122832,107623,11558,3651
"Departamento en edificio",,,,
"Viviendas particulares (007)",365,327,38,
"Ocupantes presentes (008)",1273,1147,126,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",249,206,43,
"Ocupantes presentes (011)",970,788,182,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",285,202,73,10
"Ocupantes presentes (014)",1185,844,301,40
"Choza o cabaña",,,,
"Viviendas particulares (016)",137,,,137
"Ocupantes presentes (017)",533,,,533
"Vivienda improvisada",,,,
"Viviendas particulares (019)",4749,3496,780,473
"Ocupantes presentes (020)",21370,16231,3418,1721
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",57,47,8,2
"Ocupantes presentes (023)",182,154,23,5
"Otro tipo",,,,
"Viviendas particulares (025)",19,,,19
"Ocupantes presentes (026)",69,,,69
Si,,,,
"Viviendas particulares (028)",15818,13566,1300,952
"Ocupantes presentes (029)",69171,60352,5458,3361
"Casa independiente",,,,
"Viviendas particulares (031)",13316,11775,985,556
"Ocupantes presentes (032)",58766,52621,4255,1890
"Departamento en edificio",,,,
"Viviendas particulares (034)",293,260,33,
"Ocupantes presentes (035)",965,856,109,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",152,125,27,
"Ocupantes presentes (038)",585,478,107,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",172,122,43,7
"Ocupantes presentes (041)",695,503,161,31
"Choza o cabaña",,,,
"Viviendas particulares (043)",107,,,107
"Ocupantes presentes (044)",431,,,431
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1753,1261,211,281
"Ocupantes presentes (047)",7666,5835,825,1006
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",25,23,1,1
"Ocupantes presentes (050)",63,59,1,3
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",17595,14624,2301,670
"Ocupantes presentes (056)",79243,66435,10150,2658
"Casa independiente",,,,
"Viviendas particulares (058)",14236,12137,1674,425
"Ocupantes presentes (059)",64066,55002,7303,1761
"Departamento en edificio",,,,
"Viviendas particulares (061)",72,67,5,
"Ocupantes presentes (062)",308,291,17,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",97,81,16,
"Ocupantes presentes (065)",385,310,75,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",113,80,30,3
"Ocupantes presentes (068)",490,341,140,9
"Choza o cabaña",,,,
"Viviendas particulares (070)",30,,,30
"Ocupantes presentes (071)",102,,,102
"Vivienda improvisada",,,,
"Viviendas particulares (073)",2996,2235,569,192
"Ocupantes presentes (074)",13704,10396,2593,715
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",32,24,7,1
"Ocupantes presentes (077)",119,95,22,2
"Otro tipo",,,,
"Viviendas particulares (079)",19,,,19
"Ocupantes presentes (080)",69,,,69
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",31844,27412,3249,1183
"Ocupantes presentes (110)",141953,123584,13975,4394
"Casa independiente",,,,
"Viviendas particulares (112)",26120,23134,2307,679
"Ocupantes presentes (113)",116904,104420,9925,2559
"Departamento en edificio",,,,
"Viviendas particulares (115)",365,327,38,
"Ocupantes presentes (116)",1273,1147,126,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",249,206,43,
"Ocupantes presentes (119)",970,788,182,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",285,202,73,10
"Ocupantes presentes (122)",1185,844,301,40
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",4749,3496,780,473
"Ocupantes presentes (128)",21370,16231,3418,1721
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",57,47,8,2
"Ocupantes presentes (131)",182,154,23,5
"Otro tipo",,,,
"Viviendas particulares (133)",19,,,19
"Ocupantes presentes (134)",69,,,69
Si,,,,
"Viviendas particulares (136)",14747,12946,1138,663
"Ocupantes presentes (137)",64920,57806,4750,2364
"Casa independiente",,,,
"Viviendas particulares (139)",12352,11155,823,374
"Ocupantes presentes (140)",54946,50075,3547,1324
"Departamento en edificio",,,,
"Viviendas particulares (142)",293,260,33,
"Ocupantes presentes (143)",965,856,109,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",152,125,27,
"Ocupantes presentes (146)",585,478,107,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",172,122,43,7
"Ocupantes presentes (149)",695,503,161,31
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1753,1261,211,281
"Ocupantes presentes (155)",7666,5835,825,1006
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",25,23,1,1
"Ocupantes presentes (158)",63,59,1,3
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",17097,14466,2111,520
"Ocupantes presentes (164)",77033,65778,9225,2030
"Casa independiente",,,,
"Viviendas particulares (166)",13768,11979,1484,305
"Ocupantes presentes (167)",61958,54345,6378,1235
"Departamento en edificio",,,,
"Viviendas particulares (169)",72,67,5,
"Ocupantes presentes (170)",308,291,17,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",97,81,16,
"Ocupantes presentes (173)",385,310,75,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",113,80,30,3
"Ocupantes presentes (176)",490,341,140,9
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",2996,2235,569,192
"Ocupantes presentes (182)",13704,10396,2593,715
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",32,24,7,1
"Ocupantes presentes (185)",119,95,22,2
"Otro tipo",,,,
"Viviendas particulares (187)",19,,,19
"Ocupantes presentes (188)",69,,,69
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1569,778,352,439
"Ocupantes presentes (218)",6461,3203,1633,1625
"Casa independiente",,,,
"Viviendas particulares (220)",1432,778,352,302
"Ocupantes presentes (221)",5928,3203,1633,1092
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",137,,,137
"Ocupantes presentes (233)",533,,,533
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1071,620,162,289
"Ocupantes presentes (245)",4251,2546,708,997
"Casa independiente",,,,
"Viviendas particulares (247)",964,620,162,182
"Ocupantes presentes (248)",3820,2546,708,566
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",107,,,107
"Ocupantes presentes (260)",431,,,431
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",498,158,190,150
"Ocupantes presentes (272)",2210,657,925,628
"Casa independiente",,,,
"Viviendas particulares (274)",468,158,190,120
"Ocupantes presentes (275)",2108,657,925,526
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",30,,,30
"Ocupantes presentes (287)",102,,,102
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
