"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia VICTOR FAJARDO (000)",22338,5315,5316,4446,4156,3105
"Hombres (001)",10735,2674,2680,2241,1839,1301
"Mujeres (002)",11603,2641,2636,2205,2317,1804
"PEA (003)",8645,255,2134,2804,2303,1149
"Hombres (004)",5796,150,1426,1966,1489,765
"Mujeres (005)",2849,105,708,838,814,384
"Ocupada (006)",8327,249,1989,2715,2241,1133
"Hombres (007)",5569,148,1336,1901,1433,751
"Mujeres (008)",2758,101,653,814,808,382
"Desocupada (009)",318,6,145,89,62,16
"Hombres (010)",227,2,90,65,56,14
"Mujeres (011)",91,4,55,24,6,2
"No PEA (012)",13693,5060,3182,1642,1853,1956
"Hombres (013)",4939,2524,1254,275,350,536
"Mujeres (014)",8754,2536,1928,1367,1503,1420
,,,,,,
"URBANA (018)",16703,3984,4076,3444,3049,2150
"Hombres (019)",8096,1996,2096,1748,1372,884
"Mujeres (020)",8607,1988,1980,1696,1677,1266
"PEA (021)",6747,214,1690,2276,1789,778
"Hombres (022)",4431,121,1118,1557,1127,508
"Mujeres (023)",2316,93,572,719,662,270
"Ocupada (024)",6511,212,1584,2201,1748,766
"Hombres (025)",4254,120,1044,1501,1092,497
"Mujeres (026)",2257,92,540,700,656,269
"Desocupada (027)",236,2,106,75,41,12
"Hombres (028)",177,1,74,56,35,11
"Mujeres (029)",59,1,32,19,6,1
"No PEA (030)",9956,3770,2386,1168,1260,1372
"Hombres (031)",3665,1875,978,191,245,376
"Mujeres (032)",6291,1895,1408,977,1015,996
,,,,,,
"RURAL (036)",5635,1331,1240,1002,1107,955
"Hombres (037)",2639,678,584,493,467,417
"Mujeres (038)",2996,653,656,509,640,538
"PEA (039)",1898,41,444,528,514,371
"Hombres (040)",1365,29,308,409,362,257
"Mujeres (041)",533,12,136,119,152,114
"Ocupada (042)",1816,37,405,514,493,367
"Hombres (043)",1315,28,292,400,341,254
"Mujeres (044)",501,9,113,114,152,113
"Desocupada (045)",82,4,39,14,21,4
"Hombres (046)",50,1,16,9,21,3
"Mujeres (047)",32,3,23,5,,1
"No PEA (048)",3737,1290,796,474,593,584
"Hombres (049)",1274,649,276,84,105,160
"Mujeres (050)",2463,641,520,390,488,424
