"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARAVELI (000)",30415,3428,878,9293,11163,1548,1693,854,1558
"Jefe o Jefa (001)",9689,815,8,2594,3702,610,744,402,814
"Esposa(o)/ compa¤era(o) (002)",5354,606,3,1488,2050,341,385,135,346
"Hijo(a)/ hijastro(a) (003)",10599,1410,720,3958,3518,322,305,182,184
"Yerno/ nuera (004)",328,,,33,184,33,34,22,22
"Nieto(a) (005)",938,253,99,364,186,15,6,10,5
"Padres/ suegros (006)",332,159,,130,29,5,3,,6
"Otro(a) pariente (007)",1977,131,40,552,919,121,106,53,55
"Trabajador(a) del hogar (008)",78,3,,24,41,5,4,,1
"Pensionista (009)",48,1,,5,18,7,7,,10
"Otro(a) no pariente (010)",1072,50,8,145,516,89,99,50,115
"Hombres (012)",16376,1358,457,4934,6421,880,895,575,856
"Jefe o Jefa (013)",7345,368,2,1942,3020,508,552,351,602
"Esposa(o)/ compa¤era(o) (014)",474,19,,129,214,20,26,26,40
"Hijo(a)/ hijastro(a) (015)",5697,705,368,2127,1963,176,152,96,110
"Yerno/ nuera (016)",167,,,13,98,14,18,17,7
"Nieto(a) (017)",531,132,55,204,116,12,4,7,1
"Padres/ suegros (018)",138,40,,72,21,2,,,3
"Otro(a) pariente (019)",1252,65,27,342,601,76,71,41,29
"Trabajador(a) del hogar (020)",14,1,,5,3,2,3,,
"Pensionista (021)",32,,,3,12,7,6,,4
"Otro(a) no pariente (022)",726,28,5,97,373,63,63,37,60
"Mujeres (024)",14039,2070,421,4359,4742,668,798,279,702
"Jefe o Jefa (025)",2344,447,6,652,682,102,192,51,212
"Esposa(o)/ compa¤era(o) (026)",4880,587,3,1359,1836,321,359,109,306
"Hijo(a)/ hijastro(a) (027)",4902,705,352,1831,1555,146,153,86,74
"Yerno/ nuera (028)",161,,,20,86,19,16,5,15
"Nieto(a) (029)",407,121,44,160,70,3,2,3,4
"Padres/ suegros (030)",194,119,,58,8,3,3,,3
"Otro(a) pariente (031)",725,66,13,210,318,45,35,12,26
"Trabajador(a) del hogar (032)",64,2,,19,38,3,1,,1
"Pensionista (033)",16,1,,2,6,,1,,6
"Otro(a) no pariente (034)",346,22,3,48,143,26,36,13,55
,,,,,,,,,
"URBANA (036)",20755,2076,649,6000,7594,1111,1346,646,1333
"Jefe o Jefa (037)",6292,443,6,1479,2384,407,594,279,700
"Esposa(o)/ compa¤era(o) (038)",3556,303,2,895,1404,246,298,111,297
"Hijo(a)/ hijastro(a) (039)",7560,920,527,2731,2578,264,242,145,153
"Yerno/ nuera (040)",237,,,21,119,27,30,20,20
"Nieto(a) (041)",698,183,73,270,145,11,6,7,3
"Padres/ suegros (042)",253,117,,96,27,5,2,,6
"Otro(a) pariente (043)",1334,82,33,394,565,79,88,46,47
"Trabajador(a) del hogar (044)",55,1,,14,33,4,2,,1
"Pensionista (045)",43,1,,4,18,5,5,,10
"Otro(a) no pariente (046)",727,26,8,96,321,63,79,38,96
