"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VIRU (000)",19197,17868,77,4584,3848,2776,3365,1982,907,329,1329,59291
"De 12 a 14 años (001)",44,24,,21,3,,,,,,20,27
"De 15 a 19 años (002)",939,803,12,680,90,16,5,,,,136,928
"De 20 a 24 años (003)",3128,2638,17,1713,713,167,22,6,,,490,3773
"De 25 a 29 años (004)",3139,2857,10,1040,1087,502,209,9,,,282,5650
"De 30 a 34 años (005)",2551,2408,5,465,782,624,460,66,4,2,143,6351
"De 35 a 39 años (006)",2195,2113,4,227,475,572,613,187,32,3,82,7032
"De 40 a 44 años (007)",1756,1707,7,141,265,338,567,293,81,15,49,6898
"De 45 a 49 años (008)",1363,1330,3,106,142,184,454,296,116,29,33,6157
"De 50 y más años (009)",4082,3988,19,191,291,373,1035,1125,674,280,94,22475
"PEA (010)",6748,6134,32,1792,1381,1024,1120,531,193,61,614,18191
"De 12 a 14 años (011)",5,5,,3,2,,,,,,,7
"De 15 a 19 años (012)",206,179,4,149,18,6,2,,,,27,211
"De 20 a 24 años (013)",1181,929,7,635,231,45,8,3,,,252,1283
"De 25 a 29 años (014)",1317,1151,6,494,407,172,69,3,,,166,2132
"De 30 a 34 años (015)",1050,976,3,226,313,246,157,29,1,1,74,2460
"De 35 a 39 años (016)",888,849,2,102,174,238,256,67,10,,39,2771
"De 40 a 44 años (017)",715,689,4,78,108,136,215,114,29,5,26,2685
"De 45 a 49 años (018)",504,492,,47,57,69,189,100,24,6,12,2115
"De 50 y más años (019)",882,864,6,58,71,112,224,215,129,49,18,4527
"Ocupada (020)",6617,6017,31,1751,1356,1009,1098,521,191,60,600,17865
"De 12 a 14 años (021)",5,5,,3,2,,,,,,,7
