"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCANE (000)",23192,3274,9,9494,7583,546,1022,382,882
"Empleado (001)",1930,16,2,69,348,125,600,137,633
"Obrero (002)",1454,142,,552,636,40,39,28,17
"Trabajador independiente (003)",12896,1776,1,5840,4374,277,297,155,176
"Empleador o patrono (004)",105,9,,29,48,7,3,2,7
"Trabajador familiar no remunerado (005)",6639,1313,6,2942,2102,92,81,56,47
"Trabajador del hogar (006)",168,18,,62,75,5,2,4,2
"Hombres (008)",13463,839,1,5311,5253,397,706,294,662
"Empleado (009)",1370,8,1,33,250,95,406,107,470
"Obrero (010)",1058,42,,371,536,35,36,22,16
"Trabajador independiente (011)",8717,634,,4047,3358,207,213,120,138
"Empleador o patrono (012)",69,3,,18,37,4,2,2,3
"Trabajador familiar no remunerado (013)",2223,152,,837,1055,55,49,41,34
"Trabajador del hogar (014)",26,,,5,17,1,,2,1
"Mujeres (016)",9729,2435,8,4183,2330,149,316,88,220
"Empleado (017)",560,8,1,36,98,30,194,30,163
"Obrero (018)",396,100,,181,100,5,3,6,1
"Trabajador independiente (019)",4179,1142,1,1793,1016,70,84,35,38
"Empleador o patrono (020)",36,6,,11,11,3,1,,4
"Trabajador familiar no remunerado (021)",4416,1161,6,2105,1047,37,32,15,13
"Trabajador del hogar (022)",142,18,,57,58,4,2,2,1
,,,,,,,,,
"URBANA (024)",4735,276,3,1109,1642,265,641,225,574
"Empleado (025)",1285,8,2,35,212,83,420,100,425
"Obrero (026)",340,20,,83,165,19,24,18,11
"Trabajador independiente (027)",2383,188,,741,968,129,168,82,107
"Empleador o patrono (028)",52,1,,8,26,6,3,2,6
"Trabajador familiar no remunerado (029)",608,53,1,221,240,24,25,20,24
"Trabajador del hogar (030)",67,6,,21,31,4,1,3,1
"Hombres (032)",2689,74,1,517,979,180,385,162,391
"Empleado (033)",831,2,1,12,139,64,251,74,288
"Obrero (034)",274,8,,63,143,16,21,13,10
"Trabajador independiente (035)",1326,59,,377,573,81,100,59,77
"Empleador o patrono (036)",32,,,4,19,3,2,2,2
"Trabajador familiar no remunerado (037)",212,5,,59,96,15,11,13,13
"Trabajador del hogar (038)",14,,,2,9,1,,1,1
"Mujeres (040)",2046,202,2,592,663,85,256,63,183
"Empleado (041)",454,6,1,23,73,19,169,26,137
"Obrero (042)",66,12,,20,22,3,3,5,1
"Trabajador independiente (043)",1057,129,,364,395,48,68,23,30
"Empleador o patrono (044)",20,1,,4,7,3,1,,4
"Trabajador familiar no remunerado (045)",396,48,1,162,144,9,14,7,11
"Trabajador del hogar (046)",53,6,,19,22,3,1,2,
,,,,,,,,,
"RURAL (048)",18457,2998,6,8385,5941,281,381,157,308
"Empleado (049)",645,8,,34,136,42,180,37,208
"Obrero (050)",1114,122,,469,471,21,15,10,6
"Trabajador independiente (051)",10513,1588,1,5099,3406,148,129,73,69
"Empleador o patrono (052)",53,8,,21,22,1,,,1
"Trabajador familiar no remunerado (053)",6031,1260,5,2721,1862,68,56,36,23
"Trabajador del hogar (054)",101,12,,41,44,1,1,1,1
"Hombres (056)",10774,765,,4794,4274,217,321,132,271
"Empleado (057)",539,6,,21,111,31,155,33,182
"Obrero (058)",784,34,,308,393,19,15,9,6
"Trabajador independiente (059)",7391,575,,3670,2785,126,113,61,61
"Empleador o patrono (060)",37,3,,14,18,1,,,1
"Trabajador familiar no remunerado (061)",2011,147,,778,959,40,38,28,21
"Trabajador del hogar (062)",12,,,3,8,,,1,
"Mujeres (064)",7683,2233,6,3591,1667,64,60,25,37
"Empleado (065)",106,2,,13,25,11,25,4,26
"Obrero (066)",330,88,,161,78,2,,1,
"Trabajador independiente (067)",3122,1013,1,1429,621,22,16,12,8
"Empleador o patrono (068)",16,5,,7,4,,,,
"Trabajador familiar no remunerado (069)",4020,1113,5,1943,903,28,18,8,2
"Trabajador del hogar (070)",89,12,,38,36,1,1,,1
