"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MELGAR",,,,,,,,
"Hogares (001)",20525,17618,4230,1668,76,313,791,2608
"Ocupantes presentes (002)",73335,64992,15958,6306,273,1203,3096,7287
"Casa independiente",,,,,,,,
"Hogares (004)",16116,13861,3758,1460,71,268,659,1996
"Ocupantes presentes (005)",57603,51172,14369,5589,263,1041,2647,5502
"Departamento en edificio",,,,,,,,
"Hogares (007)",2,2,2,2,,,,
"Ocupantes presentes (008)",7,7,7,7,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",12,12,5,1,,,2,
"Ocupantes presentes (011)",39,39,22,2,,,8,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",934,831,432,190,5,43,126,69
"Ocupantes presentes (014)",2856,2574,1419,632,10,156,429,177
"Choza o cabaña",,,,,,,,
"Hogares (016)",3428,2887,26,15,,2,2,536
"Ocupantes presentes (017)",12721,11108,112,76,,6,8,1592
"Vivienda improvisada",,,,,,,,
"Hogares (019)",4,4,,,,,,
"Ocupantes presentes (020)",21,21,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",22,18,6,,,,2,3
"Ocupantes presentes (023)",69,62,28,,,,4,6
"Otro tipo",,,,,,,,
"Hogares (025)",7,3,1,,,,,4
"Ocupantes presentes (026)",19,9,1,,,,,10
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",9933,8589,3910,1522,71,309,773,1079
"Ocupantes presentes (029)",34840,30953,14714,5696,249,1185,3014,2945
"Casa independiente",,,,,,,,
"Hogares (031)",8962,7727,3465,1329,66,266,643,1005
"Ocupantes presentes (032)",31858,28267,13238,5055,239,1029,2573,2755
"Departamento en edificio",,,,,,,,
"Hogares (034)",2,2,2,2,,,,
"Ocupantes presentes (035)",7,7,7,7,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",12,12,5,1,,,2,
"Ocupantes presentes (038)",39,39,22,2,,,8,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",934,831,432,190,5,43,126,69
"Ocupantes presentes (041)",2856,2574,1419,632,10,156,429,177
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",4,4,,,,,,
"Ocupantes presentes (047)",21,21,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",17,13,6,,,,2,3
"Ocupantes presentes (050)",52,45,28,,,,4,6
"Otro tipo",,,,,,,,
"Hogares (052)",2,,,,,,,2
"Ocupantes presentes (053)",7,,,,,,,7
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",10592,9029,320,146,5,4,18,1529
"Ocupantes presentes (056)",38495,34039,1244,610,24,18,82,4342
"Casa independiente",,,,,,,,
"Hogares (058)",7154,6134,293,131,5,2,16,991
"Ocupantes presentes (059)",25745,22905,1131,534,24,12,74,2747
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",3428,2887,26,15,,2,2,536
"Ocupantes presentes (071)",12721,11108,112,76,,6,8,1592
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",5,5,,,,,,
"Ocupantes presentes (077)",17,17,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",5,3,1,,,,,2
"Ocupantes presentes (080)",12,9,1,,,,,3
