"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PISCO",,,,,,,
"Viviendas particulares (001)",29929,2737,3072,1917,18586,1794,1823
"Ocupantes presentes (002)",120061,10116,10386,7417,78725,6733,6684
"Casa independiente",,,,,,,
"Viviendas particulares (004)",23255,2261,1336,1382,15831,1330,1115
"Ocupantes presentes (005)",96650,8548,4963,5734,68146,5030,4229
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",199,116,,2,62,11,8
"Ocupantes presentes (008)",661,342,,22,232,38,27
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",241,121,,13,74,10,23
"Ocupantes presentes (011)",751,343,,32,261,26,89
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",160,62,,,57,28,13
"Ocupantes presentes (014)",556,213,,,199,106,38
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",513,24,81,16,242,108,42
"Ocupantes presentes (017)",1850,102,255,62,905,379,147
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5348,136,1655,498,2211,286,562
"Ocupantes presentes (020)",18935,503,5168,1554,8634,1104,1972
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",43,6,,,28,6,3
"Ocupantes presentes (023)",133,31,,,81,17,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",170,11,,6,81,15,57
"Ocupantes presentes (026)",525,34,,13,267,33,178
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",25933,2495,2857,1866,15962,1131,1622
"Ocupantes presentes (029)",104909,9172,9691,7217,68537,4346,5946
"Casa independiente",,,,,,,
"Viviendas particulares (031)",19829,2047,1202,1348,13491,781,960
"Ocupantes presentes (032)",83551,7722,4523,5597,59018,3036,3655
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",199,116,,2,62,11,8
"Ocupantes presentes (035)",661,342,,22,232,38,27
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",241,121,,13,74,10,23
"Ocupantes presentes (038)",751,343,,32,261,26,89
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",160,62,,,57,28,13
"Ocupantes presentes (041)",556,213,,,199,106,38
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5348,136,1655,498,2211,286,562
"Ocupantes presentes (047)",18935,503,5168,1554,8634,1104,1972
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",41,6,,,27,5,3
"Ocupantes presentes (050)",124,31,,,74,15,4
"Otro tipo",,,,,,,
"Viviendas particulares (052)",115,7,,5,40,10,53
"Ocupantes presentes (053)",331,18,,12,119,21,161
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3996,242,215,51,2624,663,201
"Ocupantes presentes (056)",15152,944,695,200,10188,2387,738
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3426,214,134,34,2340,549,155
"Ocupantes presentes (059)",13099,826,440,137,9128,1994,574
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",513,24,81,16,242,108,42
"Ocupantes presentes (071)",1850,102,255,62,905,379,147
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,1,1,
"Ocupantes presentes (077)",9,,,,7,2,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",55,4,,1,41,5,4
"Ocupantes presentes (080)",194,16,,1,148,12,17
