"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAYLLOMA (000)",69270,3300,15848,13516,11938,9410,6279,4253,4726
"Quechua (001)",23281,313,2292,3461,4409,4169,3178,2458,3001
"Aymara (002)",1142,2,39,202,300,241,168,93,97
"Ashaninca (003)",10,,,3,6,,1,,
"Otra lengua nativa (004)",109,7,32,25,24,10,8,1,2
"Castellano (005)",44656,2974,13471,9810,7182,4977,2921,1697,1624
"Idioma extranjero (006)",21,,,2,10,5,,4,
"Es sordomudo/a (007)",51,4,14,13,7,8,3,,2
"Hombres (009)",35597,1726,8223,6814,6027,4831,3357,2257,2362
"Quechua (010)",11533,164,1210,1703,2202,2033,1598,1230,1393
"Aymara (011)",573,1,19,93,150,120,91,50,49
"Ashaninca (012)",5,,,2,2,,1,,
"Otra lengua nativa (013)",53,5,16,7,15,5,4,,1
"Castellano (014)",23384,1552,6969,5001,3646,2665,1660,974,917
"Idioma extranjero (015)",15,,,1,7,4,,3,
"Es sordomudo/a (016)",34,4,9,7,5,4,3,,2
"Mujeres (018)",33673,1574,7625,6702,5911,4579,2922,1996,2364
"Quechua (019)",11748,149,1082,1758,2207,2136,1580,1228,1608
"Aymara (020)",569,1,20,109,150,121,77,43,48
"Ashaninca (021)",5,,,1,4,,,,
"Otra lengua nativa (022)",56,2,16,18,9,5,4,1,1
"Castellano (023)",21272,1422,6502,4809,3536,2312,1261,723,707
"Idioma extranjero (024)",6,,,1,3,1,,1,
"Es sordomudo/a (025)",17,,5,6,2,4,,,
,,,,,,,,,
"URBANA (027)",46180,2177,11166,9353,7937,6430,3995,2402,2720
"Quechua (028)",14277,119,1165,1994,2723,2831,2107,1469,1869
"Aymara (029)",836,2,29,158,221,181,119,61,65
"Ashaninca (030)",7,,,2,5,,,,
"Otra lengua nativa (031)",105,6,30,25,23,10,8,1,2
"Castellano (032)",30915,2047,9935,7165,4957,3402,1759,867,783
"Idioma extranjero (033)",15,,,1,5,5,,4,
"Es sordomudo/a (034)",25,3,7,8,3,1,2,,1
"Hombres (036)",23148,1119,5758,4597,3814,3203,2092,1269,1296
"Quechua (037)",6784,60,610,947,1280,1319,1035,707,826
"Aymara (038)",419,1,14,78,107,90,61,34,34
"Ashaninca (039)",4,,,2,2,,,,
"Otra lengua nativa (040)",49,4,14,7,14,5,4,,1
"Castellano (041)",15859,1051,5114,3557,2404,1784,990,525,434
"Idioma extranjero (042)",13,,,1,5,4,,3,
"Es sordomudo/a (043)",20,3,6,5,2,1,2,,1
"Mujeres (045)",23032,1058,5408,4756,4123,3227,1903,1133,1424
"Quechua (046)",7493,59,555,1047,1443,1512,1072,762,1043
"Aymara (047)",417,1,15,80,114,91,58,27,31
"Ashaninca (048)",3,,,,3,,,,
"Otra lengua nativa (049)",56,2,16,18,9,5,4,1,1
"Castellano (050)",15056,996,4821,3608,2553,1618,769,342,349
"Idioma extranjero (051)",2,,,,,1,,1,
"Es sordomudo/a (052)",5,,1,3,1,,,,
,,,,,,,,,
"RURAL (054)",23090,1123,4682,4163,4001,2980,2284,1851,2006
"Quechua (055)",9004,194,1127,1467,1686,1338,1071,989,1132
"Aymara (056)",306,,10,44,79,60,49,32,32
"Ashaninca (057)",3,,,1,1,,1,,
"Otra lengua nativa (058)",4,1,2,,1,,,,
"Castellano (059)",13741,927,3536,2645,2225,1575,1162,830,841
"Idioma extranjero (060)",6,,,1,5,,,,
"Es sordomudo/a (061)",26,1,7,5,4,7,1,,1
"Hombres (063)",12449,607,2465,2217,2213,1628,1265,988,1066
"Quechua (064)",4749,104,600,756,922,714,563,523,567
"Aymara (065)",154,,5,15,43,30,30,16,15
"Ashaninca (066)",1,,,,,,1,,
"Otra lengua nativa (067)",4,1,2,,1,,,,
"Castellano (068)",7525,501,1855,1444,1242,881,670,449,483
"Idioma extranjero (069)",2,,,,2,,,,
"Es sordomudo/a (070)",14,1,3,2,3,3,1,,1
"Mujeres (072)",10641,516,2217,1946,1788,1352,1019,863,940
"Quechua (073)",4255,90,527,711,764,624,508,466,565
"Aymara (074)",152,,5,29,36,30,19,16,17
"Ashaninca (075)",2,,,1,1,,,,
"Castellano (077)",6216,426,1681,1201,983,694,492,381,358
"Idioma extranjero (078)",4,,,1,3,,,,
"Es sordomudo/a (079)",12,,4,3,1,4,,,
