"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ABANCAY",,,,,,
"Viviendas particulares (001)",25439,24997,386,53,3,
"Ocupantes presentes (002)",95842,92233,2984,586,39,
"Casa independiente",,,,,,
"Viviendas particulares (004)",22213,21837,330,44,2,
"Ocupantes presentes (005)",85963,82938,2513,485,27,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",284,279,4,1,,
"Ocupantes presentes (008)",929,884,38,7,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",137,132,4,1,,
"Ocupantes presentes (011)",417,363,38,16,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",2433,2377,48,7,1,
"Ocupantes presentes (014)",7522,7037,395,78,12,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",317,317,,,,
"Ocupantes presentes (017)",869,869,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",8,8,,,,
"Ocupantes presentes (020)",31,31,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",34,34,,,,
"Ocupantes presentes (023)",93,93,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",13,13,,,,
"Ocupantes presentes (026)",18,18,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",15943,15535,354,51,3,
"Ocupantes presentes (029)",60601,57222,2773,567,39,
"Casa independiente",,,,,,
"Viviendas particulares (031)",13039,12697,298,42,2,
"Ocupantes presentes (032)",51599,48804,2302,466,27,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",284,279,4,1,,
"Ocupantes presentes (035)",929,884,38,7,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",137,132,4,1,,
"Ocupantes presentes (038)",417,363,38,16,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",2433,2377,48,7,1,
"Ocupantes presentes (041)",7522,7037,395,78,12,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",8,8,,,,
"Ocupantes presentes (047)",31,31,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",30,30,,,,
"Ocupantes presentes (050)",86,86,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",12,12,,,,
"Ocupantes presentes (053)",17,17,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",9496,9462,32,2,,
"Ocupantes presentes (056)",35241,35011,211,19,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",9174,9140,32,2,,
"Ocupantes presentes (059)",34364,34134,211,19,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",317,317,,,,
"Ocupantes presentes (071)",869,869,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",7,7,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
