"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JAUJA (000)",28936,22408,2520,1675,2333
"Empleado (001)",5304,1566,766,996,1976
"Obrero (002)",6702,4788,960,612,342
"Trabajador independiente (003)",12245,11712,533,,
"Empleador o patrono (004)",483,372,78,26,7
"Trabajador familiar no remunerado (005)",3799,3567,183,41,8
"Trabajador del hogar (006)",403,403,,,
"De 06 a 14 años (008)",377,331,36,10,
"Empleado (009)",24,19,3,2,
"Obrero (010)",56,41,10,5,
"Trabajador independiente (011)",61,59,2,,
"Trabajador familiar no remunerado (013)",224,200,21,3,
"Trabajador del hogar (014)",12,12,,,
"De 15 a 29 años (016)",7964,6083,840,465,576
"Empleado (017)",1610,660,251,242,457
"Obrero (018)",2101,1455,332,201,113
"Trabajador independiente (019)",2724,2550,174,,
"Empleador o patrono (020)",63,41,14,5,3
"Trabajador familiar no remunerado (021)",1295,1206,69,17,3
"Trabajador del hogar (022)",171,171,,,
"De 30 a 44 años (024)",9847,7205,936,697,1009
"Empleado (025)",2116,532,302,425,857
"Obrero (026)",2359,1605,359,247,148
"Trabajador independiente (027)",4044,3847,197,,
"Empleador o patrono (028)",188,145,32,10,1
"Trabajador familiar no remunerado (029)",1019,955,46,15,3
"Trabajador del hogar (030)",121,121,,,
"De 45 a 64 años (032)",8289,6514,601,467,707
"Empleado (033)",1438,314,192,303,629
"Obrero (034)",1763,1325,216,148,74
"Trabajador independiente (035)",3967,3835,132,,
"Empleador o patrono (036)",167,127,26,11,3
"Trabajador familiar no remunerado (037)",874,833,35,5,1
"Trabajador del hogar (038)",80,80,,,
"De 65 y más años (040)",2459,2275,107,36,41
"Empleado (041)",116,41,18,24,33
"Obrero (042)",423,362,43,11,7
"Trabajador independiente (043)",1449,1421,28,,
"Empleador o patrono (044)",65,59,6,,
"Trabajador familiar no remunerado (045)",387,373,12,1,1
"Trabajador del hogar (046)",19,19,,,
,,,,,
"URBANA (048)",20631,15196,1879,1400,2156
"Empleado (049)",4819,1383,676,909,1851
"Obrero (050)",4325,2944,638,450,293
"Trabajador independiente (051)",8887,8471,416,,
"Empleador o patrono (052)",358,278,51,23,6
"Trabajador familiar no remunerado (053)",1914,1792,98,18,6
"Trabajador del hogar (054)",328,328,,,
