"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AYMARAES (000)",9481,98,2547,3217,2533,1086
"Empleado (001)",1262,1,326,632,292,11
"Obrero (002)",1910,21,702,696,404,87
"Trabajador independiente (003)",3868,1,791,1248,1191,637
"Empleador o patrono (004)",35,,11,9,10,5
"Trabajador familiar no remunerado (005)",2083,64,572,541,576,330
"Trabajador del hogar (006)",66,4,32,16,12,2
"Desocupado (008)",257,7,113,75,48,14
"Hombres (009)",7221,69,1952,2426,1932,842
"Empleado (010)",835,,186,422,223,4
"Obrero (011)",1730,14,639,638,358,81
"Trabajador independiente (012)",2890,,591,915,898,486
"Empleador o patrono (013)",27,,8,7,8,4
"Trabajador familiar no remunerado (014)",1535,51,440,384,405,255
"Trabajador del hogar (015)",8,1,4,,3,
"Desocupado (017)",196,3,84,60,37,12
"Mujeres (018)",2260,29,595,791,601,244
"Empleado (019)",427,1,140,210,69,7
"Obrero (020)",180,7,63,58,46,6
"Trabajador independiente (021)",978,1,200,333,293,151
"Empleador o patrono (022)",8,,3,2,2,1
"Trabajador familiar no remunerado (023)",548,13,132,157,171,75
"Trabajador del hogar (024)",58,3,28,16,9,2
"Desocupado (026)",61,4,29,15,11,2
,,,,,,
"URBANA (027)",4282,61,1082,1530,1153,456
"Empleado (028)",814,1,179,421,203,10
"Obrero (029)",628,10,208,215,157,38
"Trabajador independiente (030)",1646,,342,562,493,249
"Empleador o patrono (031)",17,,7,4,2,4
"Trabajador familiar no remunerado (032)",995,45,270,269,262,149
"Trabajador del hogar (033)",44,3,21,10,8,2
"Desocupado (035)",138,2,55,49,28,4
"Hombres (036)",2952,43,753,1021,811,324
"Empleado (037)",487,,88,250,146,3
"Obrero (038)",531,7,173,182,135,34
"Trabajador independiente (039)",1134,,250,377,331,176
"Empleador o patrono (040)",13,,4,4,2,3
"Trabajador familiar no remunerado (041)",678,35,195,171,172,105
"Trabajador del hogar (042)",6,1,4,,1,
"Desocupado (044)",103,,39,37,24,3
"Mujeres (045)",1330,18,329,509,342,132
"Empleado (046)",327,1,91,171,57,7
"Obrero (047)",97,3,35,33,22,4
"Trabajador independiente (048)",512,,92,185,162,73
"Empleador o patrono (049)",4,,3,,,1
"Trabajador familiar no remunerado (050)",317,10,75,98,90,44
"Trabajador del hogar (051)",38,2,17,10,7,2
"Desocupado (053)",35,2,16,12,4,1
,,,,,,
"RURAL (054)",5199,37,1465,1687,1380,630
"Empleado (055)",448,,147,211,89,1
"Obrero (056)",1282,11,494,481,247,49
"Trabajador independiente (057)",2222,1,449,686,698,388
"Empleador o patrono (058)",18,,4,5,8,1
"Trabajador familiar no remunerado (059)",1088,19,302,272,314,181
"Trabajador del hogar (060)",22,1,11,6,4,
"Desocupado (062)",119,5,58,26,20,10
"Hombres (063)",4269,26,1199,1405,1121,518
"Empleado (064)",348,,98,172,77,1
"Obrero (065)",1199,7,466,456,223,47
"Trabajador independiente (066)",1756,,341,538,567,310
"Empleador o patrono (067)",14,,4,3,6,1
"Trabajador familiar no remunerado (068)",857,16,245,213,233,150
"Trabajador del hogar (069)",2,,,,2,
"Desocupado (071)",93,3,45,23,13,9
"Mujeres (072)",930,11,266,282,259,112
"Empleado (073)",100,,49,39,12,
"Obrero (074)",83,4,28,25,24,2
"Trabajador independiente (075)",466,1,108,148,131,78
"Empleador o patrono (076)",4,,,2,2,
"Trabajador familiar no remunerado (077)",231,3,57,59,81,31
"Trabajador del hogar (078)",20,1,11,6,2,
"Desocupado (080)",26,2,13,3,7,1
