"CUADRO Nº 3: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA PARTICULAR",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL Y TIPO DE VIVIENDA PARTICULAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia TAYACAJA (000)",104406,1848,40771,24617,17223,13601,6346
"Casa independiente (001)",98964,1764,38681,23016,16357,13019,6127
"Departamento en edificio (002)",12,2,4,3,3,,
"Vivienda en quinta (003)",330,8,116,112,64,24,6
"Vivienda en casa de vecindad (004)",618,9,230,174,119,64,22
"Choza o cabaña (005)",4415,65,1715,1297,664,486,188
"Vivienda improvisada (006)",33,,18,3,7,4,1
"Local no destinado para hab.humana (007)",30,,6,10,8,4,2
"Otro tipo (008)",4,,1,2,1,,
,,,,,,,
"URBANA (009)",25197,408,9020,6124,4624,3400,1621
"Casa independiente (010)",24195,389,8652,5831,4428,3305,1590
"Departamento en edificio (011)",12,2,4,3,3,,
"Vivienda en quinta (012)",330,8,116,112,64,24,6
"Vivienda en casa de vecindad (013)",618,9,230,174,119,64,22
"Vivienda improvisada (015)",33,,18,3,7,4,1
"Local no destinado para hab.humana (016)",9,,,1,3,3,2
,,,,,,,
"RURAL (018)",79209,1440,31751,18493,12599,10201,4725
"Casa independiente (019)",74769,1375,30029,17185,11929,9714,4537
"Choza o cabaña (023)",4415,65,1715,1297,664,486,188
"Local no destinado para hab.humana (025)",21,,6,9,5,1,
"Otro tipo (026)",4,,1,2,1,,
