"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAYLAS (000)",53368,1041,18367,12661,9494,7458,4347
"Jefe o Jefa (001)",13080,,19,1800,4293,4256,2712
"Esposa(o) / compañera(o) (002)",8764,,8,1948,3388,2482,938
"Hijo(a) / hijastro(a) (003)",24139,701,14934,6986,1187,323,8
"Yerno / nuera (004)",776,,10,518,209,36,3
"Nieto(a) (005)",3262,271,2495,471,25,,
"Padres / suegros (006)",612,,,,10,120,482
"Otro(a) pariente (007)",2233,61,827,726,267,187,165
"Trabajador(a) del hogar (008)",44,,1,29,6,6,2
"Pensionistas (009)",17,,,8,5,3,1
"Otro(a) no pariente (010)",441,8,73,175,104,45,36
"Hombres (011)",26211,517,9359,6212,4610,3601,1912
"Jefe o Jefa (012)",9917,,11,1467,3557,3212,1670
"Esposa(o) / compañera(o) (013)",318,,8,65,127,79,39
"Hijo(a) / hijastro(a) (014)",12423,336,7618,3736,589,138,6
"Yerno / nuera (015)",357,,3,201,123,27,3
"Nieto(a) (016)",1653,142,1246,252,13,,
"Padres / suegros (017)",140,,,,3,23,114
"Otro(a) pariente (018)",1148,34,437,387,139,89,62
"Trabajador(a) del hogar (019)",1,,,,,,1
"Pensionistas (020)",12,,,4,5,3,
"Otro(a) no pariente (021)",242,5,36,100,54,30,17
"Mujeres (022)",27157,524,9008,6449,4884,3857,2435
"Jefe o Jefa (023)",3163,,8,333,736,1044,1042
"Esposa(o) / compañera(o) (024)",8446,,,1883,3261,2403,899
"Hijo(a) / hijastro(a) (025)",11716,365,7316,3250,598,185,2
"Yerno / nuera (026)",419,,7,317,86,9,
"Nieto(a) (027)",1609,129,1249,219,12,,
"Padres / suegros (028)",472,,,,7,97,368
"Otro(a) pariente (029)",1085,27,390,339,128,98,103
"Trabajador(a) del hogar (030)",43,,1,29,6,6,1
"Pensionistas (031)",5,,,4,,,1
"Otro(a) no pariente (032)",199,3,37,75,50,15,19
,,,,,,,
"URBANA (033)",17187,296,5002,4396,3412,2696,1385
"Jefe o Jefa (034)",4484,,10,598,1470,1579,827
"Esposa(o) / compañera(o) (035)",2707,,5,568,1096,787,251
"Hijo(a) / hijastro(a) (036)",6870,175,3769,2289,500,135,2
"Yerno / nuera (037)",322,,3,190,108,19,2
"Nieto(a) (038)",1188,97,889,196,6,,
"Padres / suegros (039)",259,,,,5,47,207
"Otro(a) pariente (040)",976,18,276,386,138,87,71
"Trabajador(a) del hogar (041)",36,,1,25,4,5,1
"Pensionistas (042)",13,,,7,3,2,1
"Otro(a) no pariente (043)",332,6,49,137,82,35,23
"Hombres (044)",8313,149,2588,2110,1576,1300,590
"Jefe o Jefa (045)",3120,,5,421,1088,1117,489
"Esposa(o) / compañera(o) (046)",172,,5,41,68,40,18
"Hijo(a) / hijastro(a) (047)",3532,83,1971,1185,239,52,2
"Yerno / nuera (048)",156,,1,79,62,12,2
"Nieto(a) (049)",599,50,443,103,3,,
"Padres / suegros (050)",58,,,,2,9,47
"Otro(a) pariente (051)",491,12,140,202,71,45,21
"Pensionistas (053)",9,,,4,3,2,
"Otro(a) no pariente (054)",176,4,23,75,40,23,11
"Mujeres (055)",8874,147,2414,2286,1836,1396,795
"Jefe o Jefa (056)",1364,,5,177,382,462,338
"Esposa(o) / compañera(o) (057)",2535,,,527,1028,747,233
"Hijo(a) / hijastro(a) (058)",3338,92,1798,1104,261,83,
"Yerno / nuera (059)",166,,2,111,46,7,
"Nieto(a) (060)",589,47,446,93,3,,
"Padres / suegros (061)",201,,,,3,38,160
"Otro(a) pariente (062)",485,6,136,184,67,42,50
"Trabajador(a) del hogar (063)",36,,1,25,4,5,1
"Pensionistas (064)",4,,,3,,,1
"Otro(a) no pariente (065)",156,2,26,62,42,12,12
,,,,,,,
"RURAL (066)",36181,745,13365,8265,6082,4762,2962
"Jefe o Jefa (067)",8596,,9,1202,2823,2677,1885
"Esposa(o) / compañera(o) (068)",6057,,3,1380,2292,1695,687
"Hijo(a) / hijastro(a) (069)",17269,526,11165,4697,687,188,6
"Yerno / nuera (070)",454,,7,328,101,17,1
"Nieto(a) (071)",2074,174,1606,275,19,,
"Padres / suegros (072)",353,,,,5,73,275
"Otro(a) pariente (073)",1257,43,551,340,129,100,94
"Trabajador(a) del hogar (074)",8,,,4,2,1,1
"Pensionistas (075)",4,,,1,2,1,
"Otro(a) no pariente (076)",109,2,24,38,22,10,13
"Hombres (077)",17898,368,6771,4102,3034,2301,1322
"Jefe o Jefa (078)",6797,,6,1046,2469,2095,1181
"Esposa(o) / compañera(o) (079)",146,,3,24,59,39,21
"Hijo(a) / hijastro(a) (080)",8891,253,5647,2551,350,86,4
"Yerno / nuera (081)",201,,2,122,61,15,1
"Nieto(a) (082)",1054,92,803,149,10,,
"Padres / suegros (083)",82,,,,1,14,67
"Otro(a) pariente (084)",657,22,297,185,68,44,41
"Trabajador(a) del hogar (085)",1,,,,,,1
"Pensionistas (086)",3,,,,2,1,
"Otro(a) no pariente (087)",66,1,13,25,14,7,6
"Mujeres (088)",18283,377,6594,4163,3048,2461,1640
"Jefe o Jefa (089)",1799,,3,156,354,582,704
"Esposa(o) / compañera(o) (090)",5911,,,1356,2233,1656,666
"Hijo(a) / hijastro(a) (091)",8378,273,5518,2146,337,102,2
"Yerno / nuera (092)",253,,5,206,40,2,
"Nieto(a) (093)",1020,82,803,126,9,,
"Padres / suegros (094)",271,,,,4,59,208
"Otro(a) pariente (095)",600,21,254,155,61,56,53
"Trabajador(a) del hogar (096)",7,,,4,2,1,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",43,1,11,13,8,3,7
