"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PAITA (000)",28103,224,9902,9865,3369,1085,454,110,13,,3081
"Sin Nivel (001)",3118,53,1231,1038,302,98,60,19,2,,315
"Educación Inicial (002)",42,,13,10,4,2,,,,,13
"Primaria (003)",11118,112,4449,3789,1139,376,200,48,3,,1002
"Secundaria (004)",8015,46,3076,2801,878,237,82,19,1,,875
"Sup. no Univ. Incompleta (005)",1525,2,388,645,216,45,13,3,,,213
"Sup. no Univ. Completa (006)",2489,9,372,992,502,190,60,12,3,,349
"Sup. Univ. Incompleta (007)",640,1,153,224,84,36,11,2,1,,128
"Sup. Univ. Completa (008)",1156,1,220,366,244,101,28,7,3,,186
,,,,,,,,,,,
"URBANA (010)",26876,210,9391,9477,3244,1052,443,106,13,,2940
"Sin Nivel (011)",2859,45,1129,958,271,88,55,19,2,,292
"Educación Inicial (012)",39,,12,10,4,2,,,,,11
"Primaria (013)",10462,107,4152,3585,1080,365,196,46,3,,928
"Secundaria (014)",7826,45,3003,2744,855,233,81,18,1,,846
"Sup. no Univ. Incompleta (015)",1510,2,382,641,213,45,12,3,,,212
"Sup. no Univ. Completa (016)",2446,9,362,969,499,186,60,12,3,,346
"Sup. Univ. Incompleta (017)",635,1,152,222,84,36,11,2,1,,126
"Sup. Univ. Completa (018)",1099,1,199,348,238,97,28,6,3,,179
,,,,,,,,,,,
"RURAL (020)",1227,14,511,388,125,33,11,4,,,141
"Sin Nivel (021)",259,8,102,80,31,10,5,,,,23
"Educación Inicial (022)",3,,1,,,,,,,,2
"Primaria (023)",656,5,297,204,59,11,4,2,,,74
"Secundaria (024)",189,1,73,57,23,4,1,1,,,29
"Sup. no Univ. Incompleta (025)",15,,6,4,3,,1,,,,1
"Sup. no Univ. Completa (026)",43,,10,23,3,4,,,,,3
"Sup. Univ. Incompleta (027)",5,,1,2,,,,,,,2
"Sup. Univ. Completa (028)",57,,21,18,6,4,,1,,,7
