"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",23113,5348,6551,5194,3939,2081
"Hombres (001)",12208,2735,3559,2765,2146,1003
"Mujeres (002)",10905,2613,2992,2429,1793,1078
"PEA (003)",9796,297,3250,3242,2304,703
"Hombres (004)",7974,219,2663,2548,1906,638
"Mujeres (005)",1822,78,587,694,398,65
"Ocupada (006)",9588,285,3155,3186,2269,693
"Hombres (007)",7827,214,2604,2502,1877,630
"Mujeres (008)",1761,71,551,684,392,63
"Desocupada (009)",208,12,95,56,35,10
"Hombres (010)",147,5,59,46,29,8
"Mujeres (011)",61,7,36,10,6,2
"No PEA (012)",13317,5051,3301,1952,1635,1378
"Hombres (013)",4234,2516,896,217,240,365
"Mujeres (014)",9083,2535,2405,1735,1395,1013
,,,,,,
"URBANA (018)",7692,1673,1971,1874,1429,745
"Hombres (019)",3869,836,989,930,768,346
"Mujeres (020)",3823,837,982,944,661,399
"PEA (021)",3359,58,888,1286,892,235
"Hombres (022)",2373,39,626,860,652,196
"Mujeres (023)",986,19,262,426,240,39
"Ocupada (024)",3239,54,841,1247,870,227
"Hombres (025)",2283,38,592,828,635,190
"Mujeres (026)",956,16,249,419,235,37
"Desocupada (027)",120,4,47,39,22,8
"Hombres (028)",90,1,34,32,17,6
"Mujeres (029)",30,3,13,7,5,2
"No PEA (030)",4333,1615,1083,588,537,510
"Hombres (031)",1496,797,363,70,116,150
"Mujeres (032)",2837,818,720,518,421,360
,,,,,,
"RURAL (036)",15421,3675,4580,3320,2510,1336
"Hombres (037)",8339,1899,2570,1835,1378,657
"Mujeres (038)",7082,1776,2010,1485,1132,679
"PEA (039)",6437,239,2362,1956,1412,468
"Hombres (040)",5601,180,2037,1688,1254,442
"Mujeres (041)",836,59,325,268,158,26
"Ocupada (042)",6349,231,2314,1939,1399,466
"Hombres (043)",5544,176,2012,1674,1242,440
"Mujeres (044)",805,55,302,265,157,26
"Desocupada (045)",88,8,48,17,13,2
"Hombres (046)",57,4,25,14,12,2
"Mujeres (047)",31,4,23,3,1,
"No PEA (048)",8984,3436,2218,1364,1098,868
"Hombres (049)",2738,1719,533,147,124,215
"Mujeres (050)",6246,1717,1685,1217,974,653
