"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia COTABAMBAS (000)",8520,165,2451,3237,2046,621
"Agric., ganadería, caza y silvicultura (001)",3732,89,886,1201,1104,452
"Explotación de minas y canteras (003)",406,,162,202,38,4
"Industrias manufactureras (004)",209,7,72,70,49,11
"Suministro de electricidad, gas y agua (005)",16,,5,8,3,
"Construcción (006)",592,3,190,226,144,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",407,19,103,170,88,27
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,10,7,5,
"Comercio al por mayor (009)",10,,1,5,3,1
"Comercio al por menor (010)",375,19,92,158,80,26
"Hoteles y restaurantes (011)",188,5,66,64,46,7
"Trans., almac. y comunicaciones (012)",106,3,37,45,16,5
"Intermediación financiera (013)",3,,,,3,
"Activid.inmobil., empres. y alquileres (014)",99,,43,41,15,
"Admin.pub. y defensa; p. segur.soc afil (015)",256,,57,132,63,4
"Enseñanza (016)",783,,189,428,162,4
"Servicios sociales y de salud (017)",141,,68,61,12,
"Otras activ. serv.comun.soc y personales (018)",76,1,38,25,10,2
"Hogares privados con servicio doméstico (019)",155,15,67,39,23,11
"Actividad economica no especificada (021)",353,2,106,148,73,24
"Desocupado (022)",998,21,362,377,197,41
"Hombres (023)",6385,91,1760,2418,1623,493
"Agric., ganadería, caza y silvicultura (024)",3035,55,695,987,916,382
"Explotación de minas y canteras (026)",366,,144,186,33,3
"Industrias manufactureras (027)",143,6,51,49,33,4
"Suministro de electricidad, gas y agua (028)",14,,4,7,3,
"Construcción (029)",573,3,178,223,141,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",164,12,35,60,45,12
"Venta, mant.y rep. veh.autom.y motoc. (031)",19,,9,7,3,
"Comercio al por mayor (032)",4,,1,1,1,1
"Comercio al por menor (033)",141,12,25,52,41,11
"Hoteles y restaurantes (034)",52,,21,17,13,1
"Trans., almac. y comunicaciones (035)",99,3,35,41,16,4
"Intermediación financiera (036)",2,,,,2,
"Activid.inmobil., empres. y alquileres (037)",78,,34,31,13,
"Admin.pub. y defensa; p. segur.soc afil (038)",212,,39,112,57,4
"Enseñanza (039)",463,,102,240,117,4
"Servicios sociales y de salud (040)",51,,22,22,7,
"Otras activ. serv.comun.soc y personales (041)",56,,25,23,7,1
"Hogares privados con servicio doméstico (042)",19,1,7,5,3,3
"Actividad economica no especificada (044)",207,1,64,88,45,9
