"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOYOBAMBA (000)",81900,10180,10268,3318,58295
"Conviviente (001)",26578,2740,2314,699,20852
"Separado(a) (002)",2120,223,212,65,1626
"Casado(a) (003)",21275,1960,4270,1172,13971
"Viudo(a) (004)",2172,167,246,91,1668
"Divorciado(a) (005)",315,24,62,18,213
"Soltero(a) (006)",29440,5066,3164,1273,19965
"Hombres (008)",42660,4659,4951,1816,31343
"Conviviente (009)",13155,1056,1082,361,10672
"Separado(a) (010)",652,47,54,21,532
"Casado(a) (011)",10522,838,2152,652,6950
"Viudo(a) (012)",579,32,56,20,471
"Divorciado(a) (013)",138,7,23,13,95
"Soltero(a) (014)",17614,2679,1584,749,12623
"Mujeres (016)",39240,5521,5317,1502,26952
"Conviviente (017)",13423,1684,1232,338,10180
"Separado(a) (018)",1468,176,158,44,1094
"Casado(a) (019)",10753,1122,2118,520,7021
"Viudo(a) (020)",1593,135,190,71,1197
"Divorciado(a) (021)",177,17,39,5,118
"Soltero(a) (022)",11826,2387,1580,524,7342
,,,,,
"URBANA (024)",51160,6347,9374,2790,32788
"Conviviente (025)",14630,1562,2046,493,10551
"Separado(a) (026)",1534,175,196,58,1110
"Casado(a) (027)",14045,1232,3966,1031,7902
"Viudo(a) (028)",1463,120,232,82,1029
"Divorciado(a) (029)",227,17,60,18,134
"Soltero(a) (030)",19261,3241,2874,1108,12062
"Hombres (032)",25651,2938,4451,1549,16805
"Conviviente (033)",7154,642,970,273,5283
"Separado(a) (034)",441,36,51,18,337
"Casado(a) (035)",6914,539,1957,577,3901
"Viudo(a) (036)",345,22,54,16,253
"Divorciado(a) (037)",98,5,22,13,58
"Soltero(a) (038)",10699,1694,1397,652,6973
"Mujeres (040)",25509,3409,4923,1241,15983
"Conviviente (041)",7476,920,1076,220,5268
"Separado(a) (042)",1093,139,145,40,773
"Casado(a) (043)",7131,693,2009,454,4001
"Viudo(a) (044)",1118,98,178,66,776
"Divorciado(a) (045)",129,12,38,5,76
"Soltero(a) (046)",8562,1547,1477,456,5089
,,,,,
"RURAL (048)",30740,3833,894,528,25507
"Conviviente (049)",11948,1178,268,206,10301
"Separado(a) (050)",586,48,16,7,516
"Casado(a) (051)",7230,728,304,141,6069
"Viudo(a) (052)",709,47,14,9,639
"Divorciado(a) (053)",88,7,2,,79
"Soltero(a) (054)",10179,1825,290,165,7903
"Hombres (056)",17009,1721,500,267,14538
"Conviviente (057)",6001,414,112,88,5389
"Separado(a) (058)",211,11,3,3,195
"Casado(a) (059)",3608,299,195,75,3049
"Viudo(a) (060)",234,10,2,4,218
"Divorciado(a) (061)",40,2,1,,37
"Soltero(a) (062)",6915,985,187,97,5650
"Mujeres (064)",13731,2112,394,261,10969
"Conviviente (065)",5947,764,156,118,4912
"Separado(a) (066)",375,37,13,4,321
"Casado(a) (067)",3622,429,109,66,3020
"Viudo(a) (068)",475,37,12,5,421
"Divorciado(a) (069)",48,5,1,,42
"Soltero(a) (070)",3264,840,103,68,2253
