"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MARCOS (000)",44564,7379,454,25980,7700,646,1197,400,808
"Hombres (001)",22318,2135,230,13651,4557,387,659,226,473
"Mujeres (002)",22246,5244,224,12329,3143,259,538,174,335
"PEA (003)",15297,1772,29,8679,2735,293,937,190,662
"Hombres (004)",12029,1225,23,7200,2240,220,583,126,412
"Mujeres (005)",3268,547,6,1479,495,73,354,64,250
"Ocupada (006)",14442,1704,28,8135,2566,279,893,188,649
"Hombres (007)",11370,1172,23,6783,2099,209,557,124,403
"Mujeres (008)",3072,532,5,1352,467,70,336,64,246
"Desocupada (009)",855,68,1,544,169,14,44,2,13
"Hombres (010)",659,53,,417,141,11,26,2,9
"Mujeres (011)",196,15,1,127,28,3,18,,4
"No PEA (012)",29267,5607,425,17301,4965,353,260,210,146
"Hombres (013)",10289,910,207,6451,2317,167,76,100,61
"Mujeres (014)",18978,4697,218,10850,2648,186,184,110,85
,,,,,,,,,
"URBANA (018)",10411,838,92,4069,2946,488,949,318,711
"Hombres (019)",5261,231,48,2008,1592,281,511,172,418
"Mujeres (020)",5150,607,44,2061,1354,207,438,146,293
"PEA (021)",4526,223,8,1332,1228,230,769,151,585
"Hombres (022)",3034,109,7,944,893,164,460,92,365
"Mujeres (023)",1492,114,1,388,335,66,309,59,220
"Ocupada (024)",4343,212,8,1283,1165,219,733,149,574
"Hombres (025)",2902,103,7,907,842,155,440,90,358
"Mujeres (026)",1441,109,1,376,323,64,293,59,216
"Desocupada (027)",183,11,,49,63,11,36,2,11
"Hombres (028)",132,6,,37,51,9,20,2,7
"Mujeres (029)",51,5,,12,12,2,16,,4
"No PEA (030)",5885,615,84,2737,1718,258,180,167,126
"Hombres (031)",2227,122,41,1064,699,117,51,80,53
"Mujeres (032)",3658,493,43,1673,1019,141,129,87,73
,,,,,,,,,
"RURAL (036)",34153,6541,362,21911,4754,158,248,82,97
"Hombres (037)",17057,1904,182,11643,2965,106,148,54,55
"Mujeres (038)",17096,4637,180,10268,1789,52,100,28,42
"PEA (039)",10771,1549,21,7347,1507,63,168,39,77
"Hombres (040)",8995,1116,16,6256,1347,56,123,34,47
"Mujeres (041)",1776,433,5,1091,160,7,45,5,30
"Ocupada (042)",10099,1492,20,6852,1401,60,160,39,75
"Hombres (043)",8468,1069,16,5876,1257,54,117,34,45
"Mujeres (044)",1631,423,4,976,144,6,43,5,30
"Desocupada (045)",672,57,1,495,106,3,8,,2
"Hombres (046)",527,47,,380,90,2,6,,2
"Mujeres (047)",145,10,1,115,16,1,2,,
"No PEA (048)",23382,4992,341,14564,3247,95,80,43,20
"Hombres (049)",8062,788,166,5387,1618,50,25,20,8
"Mujeres (050)",15320,4204,175,9177,1629,45,55,23,12
