"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12169,1802,1478,5883,157,2681,168
"Sin nivel (001)",1091,27,74,702,12,261,15
"Educación inicial (002)",15,,2,10,,2,1
"Primaria (003)",3272,47,394,1894,48,851,38
"Secundaria (004)",4835,259,737,2453,64,1240,82
"Superior no univ. incompleta (005)",484,88,74,202,9,98,13
"Superior no univ. completa (006)",531,223,63,176,5,60,4
"Superior univ. incompleta (007)",428,115,68,157,7,68,13
"Superior univ. completa (008)",1513,1043,66,289,12,101,2
"Hombres (010)",9017,1101,1306,4647,129,1817,17
"Sin nivel (011)",640,11,54,438,7,128,2
"Educación inicial (012)",10,,2,7,,1,
"Primaria (013)",2485,24,329,1547,40,542,3
"Secundaria (014)",3871,180,672,2042,55,914,8
"Superior no univ. incompleta (015)",345,58,67,136,7,76,1
"Superior no univ. completa (016)",365,129,60,133,4,39,
"Superior univ. incompleta (017)",288,67,60,108,5,46,2
"Superior univ. completa (018)",1013,632,62,236,11,71,1
"Mujeres (020)",3152,701,172,1236,28,864,151
"Sin nivel (021)",451,16,20,264,5,133,13
"Educación inicial (022)",5,,,3,,1,1
"Primaria (023)",787,23,65,347,8,309,35
"Secundaria (024)",964,79,65,411,9,326,74
"Superior no univ. incompleta (025)",139,30,7,66,2,22,12
"Superior no univ. completa (026)",166,94,3,43,1,21,4
"Superior univ. incompleta (027)",140,48,8,49,2,22,11
"Superior univ. completa (028)",500,411,4,53,1,30,1
,,,,,,,
"URBANA (030)",7756,1513,1180,3294,129,1493,147
"Sin nivel (031)",641,23,59,368,11,168,12
"Educación inicial (032)",11,,2,7,,1,1
"Primaria (033)",1854,39,297,985,40,458,35
"Secundaria (034)",2957,218,594,1346,49,678,72
"Superior no univ. incompleta (035)",325,74,62,130,7,40,12
"Superior no univ. completa (036)",416,188,53,128,4,39,4
"Superior univ. incompleta (037)",321,90,59,112,7,43,10
"Superior univ. completa (038)",1231,881,54,218,11,66,1
"Hombres (040)",5540,925,1057,2436,106,1004,12
"Sin nivel (041)",339,11,42,200,7,78,1
"Educación inicial (042)",7,,2,5,,,
"Primaria (043)",1380,19,260,760,33,307,1
"Secundaria (044)",2297,150,545,1059,43,492,8
"Superior no univ. incompleta (045)",230,52,56,83,5,33,1
"Superior no univ. completa (046)",282,110,51,91,3,27,
"Superior univ. incompleta (047)",205,52,51,71,5,25,1
"Superior univ. completa (048)",800,531,50,167,10,42,
"Mujeres (050)",2216,588,123,858,23,489,135
"Sin nivel (051)",302,12,17,168,4,90,11
"Educación inicial (052)",4,,,2,,1,1
"Primaria (053)",474,20,37,225,7,151,34
"Secundaria (054)",660,68,49,287,6,186,64
"Superior no univ. incompleta (055)",95,22,6,47,2,7,11
"Superior no univ. completa (056)",134,78,2,37,1,12,4
"Superior univ. incompleta (057)",116,38,8,41,2,18,9
"Superior univ. completa (058)",431,350,4,51,1,24,1
,,,,,,,
"RURAL (060)",4413,289,298,2589,28,1188,21
"Sin nivel (061)",450,4,15,334,1,93,3
"Educación inicial (062)",4,,,3,,1,
"Primaria (063)",1418,8,97,909,8,393,3
"Secundaria (064)",1878,41,143,1107,15,562,10
"Superior no univ. incompleta (065)",159,14,12,72,2,58,1
"Superior no univ. completa (066)",115,35,10,48,1,21,
"Superior univ. incompleta (067)",107,25,9,45,,25,3
"Superior univ. completa (068)",282,162,12,71,1,35,1
"Hombres (070)",3477,176,249,2211,23,813,5
"Sin nivel (071)",301,,12,238,,50,1
"Educación inicial (072)",3,,,2,,1,
"Primaria (073)",1105,5,69,787,7,235,2
"Secundaria (074)",1574,30,127,983,12,422,
"Superior no univ. incompleta (075)",115,6,11,53,2,43,
"Superior no univ. completa (076)",83,19,9,42,1,12,
"Superior univ. incompleta (077)",83,15,9,37,,21,1
"Superior univ. completa (078)",213,101,12,69,1,29,1
"Mujeres (080)",936,113,49,378,5,375,16
"Sin nivel (081)",149,4,3,96,1,43,2
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",313,3,28,122,1,158,1
"Secundaria (084)",304,11,16,124,3,140,10
"Superior no univ. incompleta (085)",44,8,1,19,,15,1
"Superior no univ. completa (086)",32,16,1,6,,9,
"Superior univ. incompleta (087)",24,10,,8,,4,2
"Superior univ. completa (088)",69,61,,2,,6,
