"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAMANA (000)",22182,15670,3023,1972,1517
"Empleado (001)",4559,1916,614,838,1191
"Obrero (002)",6656,3728,1548,1064,316
"Trabajador independiente (003)",8755,8040,715,,
"Empleador o patrono (004)",943,807,77,53,6
"Trabajador familiar no remunerado (005)",811,721,69,17,4
"Trabajador del hogar (006)",458,458,,,
"De 06 a 14 años (008)",171,155,9,4,3
"Empleado (009)",23,21,1,,1
"Obrero (010)",35,26,4,4,1
"Trabajador independiente (011)",29,28,1,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",63,59,3,,1
"Trabajador del hogar (014)",19,19,,,
"De 15 a 29 años (016)",6957,4948,1053,586,370
"Empleado (017)",1569,874,244,194,257
"Obrero (018)",2126,1135,499,381,111
"Trabajador independiente (019)",2479,2206,273,,
"Empleador o patrono (020)",254,237,13,3,1
"Trabajador familiar no remunerado (021)",278,245,24,8,1
"Trabajador del hogar (022)",251,251,,,
"De 30 a 44 años (024)",8262,5482,1242,876,662
"Empleado (025)",1904,674,266,427,537
"Obrero (026)",2620,1415,654,428,123
"Trabajador independiente (027)",3117,2840,277,,
"Empleador o patrono (028)",282,245,20,15,2
"Trabajador familiar no remunerado (029)",229,198,25,6,
"Trabajador del hogar (030)",110,110,,,
"De 45 a 64 años (032)",5698,4138,627,475,458
"Empleado (033)",998,312,96,209,381
"Obrero (034)",1639,976,355,235,73
"Trabajador independiente (035)",2515,2380,135,,
"Empleador o patrono (036)",280,223,25,29,3
"Trabajador familiar no remunerado (037)",193,174,16,2,1
"Trabajador del hogar (038)",73,73,,,
"De 65 y más años (040)",1094,947,92,31,24
"Empleado (041)",65,35,7,8,15
"Obrero (042)",236,176,36,16,8
"Trabajador independiente (043)",615,586,29,,
"Empleador o patrono (044)",125,100,19,6,
"Trabajador familiar no remunerado (045)",48,45,1,1,1
"Trabajador del hogar (046)",5,5,,,
,,,,,
"URBANA (048)",17888,12183,2418,1826,1461
"Empleado (049)",4297,1761,571,811,1154
"Obrero (050)",5504,2892,1364,950,298
"Trabajador independiente (051)",6361,6005,356,,
"Empleador o patrono (052)",555,443,59,48,5
"Trabajador familiar no remunerado (053)",738,649,68,17,4
