"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHUCUITO (000)",126259,22793,4529,1530,97488
"Menos de 1 año (001)",2098,1385,65,17,631
"De 1 a 14 años (002)",38149,16226,1294,340,20304
"De 15 a 29 años (003)",35563,2868,722,476,31523
"De 30 a 44 años (004)",22798,807,1141,384,20486
"De 45 a 64 años (005)",18119,699,1020,234,16183
"De 65 y mas años (006)",9532,808,287,79,8361
"Hombres (008)",64534,11370,2449,1012,49764
"Menos de 1 año (009)",1086,731,40,8,307
"De 1 a 14 años (010)",19657,8341,649,169,10506
"De 15 a 29 años (011)",18142,1260,371,340,16195
"De 30 a 44 años (012)",11626,281,611,294,10454
"De 45 a 64 años (013)",9245,347,615,155,8141
"De 65 y mas años (014)",4778,410,163,46,4161
"Mujeres (016)",61725,11423,2080,518,47724
"Menos de 1 año (017)",1012,654,25,9,324
"De 1 a 14 años (018)",18492,7885,645,171,9798
"De 15 a 29 años (019)",17421,1608,351,136,15328
"De 30 a 44 años (020)",11172,526,530,90,10032
"De 45 a 64 años (021)",8874,352,405,79,8042
"De 65 y mas años (022)",4754,398,124,33,4200
,,,,,
"URBANA (024)",35767,5785,2748,799,26477
"Menos de 1 año (025)",576,340,46,6,184
"De 1 a 14 años (026)",10430,3872,789,141,5632
"De 15 a 29 años (027)",11522,983,472,272,9814
"De 30 a 44 años (028)",7202,278,734,250,5951
"De 45 a 64 años (029)",4473,199,537,104,3640
"De 65 y mas años (030)",1564,113,170,26,1256
"Hombres (032)",18649,2911,1446,586,13742
"Menos de 1 año (033)",298,171,27,3,97
"De 1 a 14 años (034)",5377,2005,396,61,2918
"De 15 a 29 años (035)",5949,449,233,221,5065
"De 30 a 44 años (036)",3817,116,381,208,3119
"De 45 a 64 años (037)",2395,107,315,79,1900
"De 65 y mas años (038)",813,63,94,14,643
"Mujeres (040)",17118,2874,1302,213,12735
"Menos de 1 año (041)",278,169,19,3,87
"De 1 a 14 años (042)",5053,1867,393,80,2714
"De 15 a 29 años (043)",5573,534,239,51,4749
"De 30 a 44 años (044)",3385,162,353,42,2832
"De 45 a 64 años (045)",2078,92,222,25,1740
"De 65 y mas años (046)",751,50,76,12,613
,,,,,
"RURAL (048)",90492,17008,1781,731,71011
"Menos de 1 año (049)",1522,1045,19,11,447
"De 1 a 14 años (050)",27719,12354,505,199,14672
"De 15 a 29 años (051)",24041,1885,250,204,21709
"De 30 a 44 años (052)",15596,529,407,134,14535
"De 45 a 64 años (053)",13646,500,483,130,12543
"De 65 y mas años (054)",7968,695,117,53,7105
"Hombres (056)",45885,8459,1003,426,36022
"Menos de 1 año (057)",788,560,13,5,210
"De 1 a 14 años (058)",14280,6336,253,108,7588
"De 15 a 29 años (059)",12193,811,138,119,11130
"De 30 a 44 años (060)",7809,165,230,86,7335
"De 45 a 64 años (061)",6850,240,300,76,6241
"De 65 y mas años (062)",3965,347,69,32,3518
"Mujeres (064)",44607,8549,778,305,34989
"Menos de 1 año (065)",734,485,6,6,237
"De 1 a 14 años (066)",13439,6018,252,91,7084
"De 15 a 29 años (067)",11848,1074,112,85,10579
"De 30 a 44 años (068)",7787,364,177,48,7200
"De 45 a 64 años (069)",6796,260,183,54,6302
"De 65 y mas años (070)",4003,348,48,21,3587
