"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAURA",,,,,,,,,
"Viviendas particulares (001)",2705,2219,282,86,57,16,4,7,34
"Ocupantes presentes (002)",11624,9494,1271,388,221,75,14,29,132
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2593,2136,273,80,53,16,4,3,28
"Ocupantes presentes (005)",11201,9159,1249,373,213,75,14,12,106
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",17,5,2,4,2,,,,4
"Ocupantes presentes (008)",54,16,2,11,6,,,,19
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",18,10,5,2,1,,,,
"Ocupantes presentes (011)",58,41,12,4,1,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,11,1,,1,,,2,1
"Ocupantes presentes (014)",59,49,2,,1,,,6,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",4,4,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",57,54,,,,,,2,1
"Ocupantes presentes (020)",234,217,,,,,,11,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,1,,,,,,
"Ocupantes presentes (023)",14,8,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2410,1978,256,71,51,15,4,7,28
"Ocupantes presentes (029)",10415,8506,1161,332,193,68,14,29,112
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2299,1896,247,65,47,15,4,3,22
"Ocupantes presentes (032)",9996,8175,1139,317,185,68,14,12,86
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",17,5,2,4,2,,,,4
"Ocupantes presentes (035)",54,16,2,11,6,,,,19
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",18,10,5,2,1,,,,
"Ocupantes presentes (038)",58,41,12,4,1,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,11,1,,1,,,2,1
"Ocupantes presentes (041)",59,49,2,,1,,,6,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",57,54,,,,,,2,1
"Ocupantes presentes (047)",234,217,,,,,,11,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,2,1,,,,,,
"Ocupantes presentes (050)",14,8,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",295,241,26,15,6,1,,,6
"Ocupantes presentes (056)",1209,988,110,56,28,7,,,20
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",294,240,26,15,6,1,,,6
"Ocupantes presentes (059)",1205,984,110,56,28,7,,,20
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",4,4,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
