"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia TUMBES (000)",38050,34796,3254
"Casa independiente (001)",36049,32824,3225
"Departamento en edificio (002)",425,425,
"Vivienda en quinta (003)",1169,1169,
"Vivienda en casa de vecindad (004)",119,119,
"Choza o cabaña (005)",28,,28
"Vivienda improvisada (006)",106,106,
"Local no dest.para hab. humana (007)",35,34,1
"Otro tipo (008)",119,119,
