"CUADRO Nº 18: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia ATALAYA (000)",9398,2987,6411
"Red pública de desague dentro de la vivienda (001)",584,560,24
"Red pública de desague fuera de la vivienda (002)",182,158,24
"Pozo séptico (003)",893,503,390
"Pozo ciego o negro / letrina (004)",3470,1104,2366
"Río, acequia o canal (005)",759,216,543
"No tiene (006)",3510,446,3064
,,,
"URBANA (008)",3214,2476,738
"Red pública de desague dentro de la vivienda (009)",577,556,21
"Red pública de desague fuera de la vivienda (010)",179,157,22
"Pozo séptico (011)",589,494,95
"Pozo ciego o negro / letrina (012)",1391,967,424
"Río, acequia o canal (013)",106,93,13
"No tiene (014)",372,209,163
,,,
"RURAL (016)",6184,511,5673
"Red pública de desague dentro de la vivienda (017)",7,4,3
"Red pública de desague fuera de la vivienda (018)",3,1,2
"Pozo séptico (019)",304,9,295
"Pozo ciego o negro / letrina (020)",2079,137,1942
"Río, acequia o canal (021)",653,123,530
"No tiene (022)",3138,237,2901
