"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RIOJA (000)",36537,4954,5913,18834,1433,4079,1324
"Conviviente (001)",12858,1478,2074,7607,542,704,453
"Separado(a) (002)",1333,219,213,740,44,29,88
"Casado(a) (003)",10810,1520,1393,6433,587,566,311
"Viudo(a) (004)",702,45,114,450,30,27,36
"Divorciado(a) (005)",163,35,29,87,4,3,5
"Soltero(a) (006)",10671,1657,2090,3517,226,2750,431
"Hombres (008)",27438,2655,5151,15511,1284,2787,50
"Conviviente (009)",9902,878,1792,6515,495,213,9
"Separado(a) (010)",648,55,144,411,27,10,1
"Casado(a) (011)",8053,860,1181,5342,537,124,9
"Viudo(a) (012)",335,11,69,227,21,7,
"Divorciado(a) (013)",93,12,17,57,3,3,1
"Soltero(a) (014)",8407,839,1948,2959,201,2430,30
"Mujeres (016)",9099,2299,762,3323,149,1292,1274
"Conviviente (017)",2956,600,282,1092,47,491,444
"Separado(a) (018)",685,164,69,329,17,19,87
"Casado(a) (019)",2757,660,212,1091,50,442,302
"Viudo(a) (020)",367,34,45,223,9,20,36
"Divorciado(a) (021)",70,23,12,30,1,,4
"Soltero(a) (022)",2264,818,142,558,25,320,401
,,,,,,,
"URBANA (024)",27455,4811,4656,13560,956,2506,966
"Conviviente (025)",9283,1417,1620,5094,365,515,272
"Separado(a) (026)",1121,212,175,607,29,18,80
"Casado(a) (027)",8461,1499,1155,4769,375,455,208
"Viudo(a) (028)",530,44,92,327,20,20,27
"Divorciado(a) (029)",141,35,23,72,3,3,5
"Soltero(a) (030)",7919,1604,1591,2691,164,1495,374
"Hombres (032)",19543,2555,4055,10563,822,1507,41
"Conviviente (033)",6802,828,1399,4113,323,133,6
"Separado(a) (034)",499,52,121,304,15,6,1
"Casado(a) (035)",6015,845,980,3779,327,77,7
"Viudo(a) (036)",221,11,56,134,14,6,
"Divorciado(a) (037)",76,12,13,45,2,3,1
"Soltero(a) (038)",5930,807,1486,2188,141,1282,26
"Mujeres (040)",7912,2256,601,2997,134,999,925
"Conviviente (041)",2481,589,221,981,42,382,266
"Separado(a) (042)",622,160,54,303,14,12,79
"Casado(a) (043)",2446,654,175,990,48,378,201
"Viudo(a) (044)",309,33,36,193,6,14,27
"Divorciado(a) (045)",65,23,10,27,1,,4
"Soltero(a) (046)",1989,797,105,503,23,213,348
,,,,,,,
"RURAL (048)",9082,143,1257,5274,477,1573,358
"Conviviente (049)",3575,61,454,2513,177,189,181
"Separado(a) (050)",212,7,38,133,15,11,8
"Casado(a) (051)",2349,21,238,1664,212,111,103
"Viudo(a) (052)",172,1,22,123,10,7,9
"Divorciado(a) (053)",22,,6,15,1,,
"Soltero(a) (054)",2752,53,499,826,62,1255,57
"Hombres (056)",7895,100,1096,4948,462,1280,9
"Conviviente (057)",3100,50,393,2402,172,80,3
"Separado(a) (058)",149,3,23,107,12,4,
"Casado(a) (059)",2038,15,201,1563,210,47,2
"Viudo(a) (060)",114,,13,93,7,1,
"Divorciado(a) (061)",17,,4,12,1,,
"Soltero(a) (062)",2477,32,462,771,60,1148,4
"Mujeres (064)",1187,43,161,326,15,293,349
"Conviviente (065)",475,11,61,111,5,109,178
"Separado(a) (066)",63,4,15,26,3,7,8
"Casado(a) (067)",311,6,37,101,2,64,101
"Viudo(a) (068)",58,1,9,30,3,6,9
"Divorciado(a) (069)",5,,2,3,,,
"Soltero(a) (070)",275,21,37,55,2,107,53
