"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BAGUA (000)",60725,16864,18775,13354,8639,3093
"Hombres (001)",31075,8633,9336,6780,4605,1721
"Mujeres (002)",29650,8231,9439,6574,4034,1372
"PEA (003)",25055,768,9020,8669,5341,1257
"Hombres (004)",18222,532,6431,6129,4056,1074
"Mujeres (005)",6833,236,2589,2540,1285,183
"Ocupada (006)",24239,710,8593,8470,5228,1238
"Hombres (007)",17619,494,6132,5976,3961,1056
"Mujeres (008)",6620,216,2461,2494,1267,182
"Desocupada (009)",816,58,427,199,113,19
"Hombres (010)",603,38,299,153,95,18
"Mujeres (011)",213,20,128,46,18,1
"No PEA (012)",35670,16096,9755,4685,3298,1836
"Hombres (013)",12853,8101,2905,651,549,647
"Mujeres (014)",22817,7995,6850,4034,2749,1189
,,,,,,
"URBANA (018)",29513,7009,9003,7078,4719,1704
"Hombres (019)",14695,3634,4258,3404,2457,942
"Mujeres (020)",14818,3375,4745,3674,2262,762
"PEA (021)",12662,322,4065,4703,2960,612
"Hombres (022)",8614,236,2701,3038,2126,513
"Mujeres (023)",4048,86,1364,1665,834,99
"Ocupada (024)",12143,313,3799,4558,2876,597
"Hombres (025)",8248,228,2530,2935,2056,499
"Mujeres (026)",3895,85,1269,1623,820,98
"Desocupada (027)",519,9,266,145,84,15
"Hombres (028)",366,8,171,103,70,14
"Mujeres (029)",153,1,95,42,14,1
"No PEA (030)",16851,6687,4938,2375,1759,1092
"Hombres (031)",6081,3398,1557,366,331,429
"Mujeres (032)",10770,3289,3381,2009,1428,663
,,,,,,
"RURAL (036)",31212,9855,9772,6276,3920,1389
"Hombres (037)",16380,4999,5078,3376,2148,779
"Mujeres (038)",14832,4856,4694,2900,1772,610
"PEA (039)",12393,446,4955,3966,2381,645
"Hombres (040)",9608,296,3730,3091,1930,561
"Mujeres (041)",2785,150,1225,875,451,84
"Ocupada (042)",12096,397,4794,3912,2352,641
"Hombres (043)",9371,266,3602,3041,1905,557
"Mujeres (044)",2725,131,1192,871,447,84
"Desocupada (045)",297,49,161,54,29,4
"Hombres (046)",237,30,128,50,25,4
"Mujeres (047)",60,19,33,4,4,
"No PEA (048)",18819,9409,4817,2310,1539,744
"Hombres (049)",6772,4703,1348,285,218,218
"Mujeres (050)",12047,4706,3469,2025,1321,526
