"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia SATIPO",,,,,,,,,
"Viviendas particulares (001)",41269,8023,2664,901,45,2631,25915,790,300
"Ocupantes presentes (002)",190821,36746,11911,4099,232,12192,121134,3178,1329
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",23873,6900,2128,631,12,1688,11728,561,225
"Ocupantes presentes (005)",108612,32562,9910,2770,52,7658,52556,2118,986
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",133,111,20,,,,,2,
"Ocupantes presentes (008)",535,470,61,,,,,4,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",963,659,281,,,,,23,
"Ocupantes presentes (011)",3270,2278,892,,,,,100,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",563,282,212,14,,35,6,6,8
"Ocupantes presentes (014)",2410,1163,944,51,,144,30,29,49
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",15368,,,249,33,874,13977,172,63
"Ocupantes presentes (017)",74448,,,1251,180,4245,67649,841,282
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",128,54,20,6,,12,20,14,2
"Ocupantes presentes (020)",537,239,100,21,,52,67,51,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",64,17,3,,,3,36,4,1
"Ocupantes presentes (023)",236,34,4,,,10,176,11,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",177,,,1,,19,148,8,1
"Ocupantes presentes (026)",773,,,6,,83,656,24,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",11433,6944,1936,377,3,762,921,345,145
"Ocupantes presentes (029)",51152,31812,8439,1549,14,3422,4020,1285,611
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",9610,5822,1400,357,3,713,890,290,135
"Ocupantes presentes (032)",44314,27629,6438,1477,14,3218,3915,1068,555
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",133,111,20,,,,,2,
"Ocupantes presentes (035)",535,470,61,,,,,4,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",963,659,281,,,,,23,
"Ocupantes presentes (038)",3270,2278,892,,,,,100,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",563,282,212,14,,35,6,6,8
"Ocupantes presentes (041)",2410,1163,944,51,,144,30,29,49
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",128,54,20,6,,12,20,14,2
"Ocupantes presentes (047)",537,239,100,21,,52,67,51,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",24,16,3,,,1,1,3,
"Ocupantes presentes (050)",49,33,4,,,1,1,10,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",12,,,,,1,4,7,
"Ocupantes presentes (053)",37,,,,,7,7,23,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",29836,1079,728,524,42,1869,24994,445,155
"Ocupantes presentes (056)",139669,4934,3472,2550,218,8770,117114,1893,718
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",14263,1078,728,274,9,975,10838,271,90
"Ocupantes presentes (059)",64298,4933,3472,1293,38,4440,48641,1050,431
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",15368,,,249,33,874,13977,172,63
"Ocupantes presentes (071)",74448,,,1251,180,4245,67649,841,282
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",40,1,,,,2,35,1,1
"Ocupantes presentes (077)",187,1,,,,9,175,1,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",165,,,1,,18,144,1,1
"Ocupantes presentes (080)",736,,,6,,76,649,1,4
