"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia PUNO (000)",91602,87820,28977,12617,13233,9843,11782,6374,4994,3782
"Católica (001)",77319,74218,24191,10963,11406,8450,9891,5254,4063,3101
"Cristiana/Evangélica (002)",6092,5882,1895,718,820,636,844,537,432,210
"Otra (003)",5889,5542,1998,621,747,563,788,451,374,347
"Ninguna (004)",2302,2178,893,315,260,194,259,132,125,124
,,,,,,,,,,
"URBANA (006)",55174,52412,18567,8640,9178,6229,5882,2417,1499,2762
"Católica (007)",47471,45152,15614,7617,8015,5454,5091,2078,1283,2319
"Cristiana/Evangélica (008)",3352,3190,1176,460,528,354,382,184,106,162
"Otra (009)",3203,3002,1272,377,485,334,324,127,83,201
"Ninguna (010)",1148,1068,505,186,150,87,85,28,27,80
,,,,,,,,,,
"RURAL (012)",36428,35408,10410,3977,4055,3614,5900,3957,3495,1020
"Católica (013)",29848,29066,8577,3346,3391,2996,4800,3176,2780,782
"Cristiana/Evangélica (014)",2740,2692,719,258,292,282,462,353,326,48
"Otra (015)",2686,2540,726,244,262,229,464,324,291,146
"Ninguna (016)",1154,1110,388,129,110,107,174,104,98,44
