"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHEPEN (000)",26640,1888,30,7576,9745,1458,2886,845,2212
"Empleado (001)",4943,75,2,383,1210,409,1377,272,1215
"Obrero (002)",10212,1010,20,3964,4056,363,411,165,223
"Trabajador independiente (003)",9150,590,1,2432,3603,572,946,341,665
"Empleador o patrono (004)",671,41,,224,237,35,57,28,49
"Trabajador familiar no remunerado (005)",1058,102,5,367,396,44,61,30,53
"Trabajador del hogar (006)",606,70,2,206,243,35,34,9,7
"Hombres (008)",18992,1047,14,5693,7615,1023,1644,605,1351
"Empleado (009)",2674,35,2,247,831,240,576,157,586
"Obrero (010)",8552,615,8,3271,3630,326,353,145,204
"Trabajador independiente (011)",6577,323,1,1746,2705,402,647,261,492
"Empleador o patrono (012)",604,36,,208,217,29,48,23,43
"Trabajador familiar no remunerado (013)",569,37,3,217,225,23,19,19,26
"Trabajador del hogar (014)",16,1,,4,7,3,1,,
"Mujeres (016)",7648,841,16,1883,2130,435,1242,240,861
"Empleado (017)",2269,40,,136,379,169,801,115,629
"Obrero (018)",1660,395,12,693,426,37,58,20,19
"Trabajador independiente (019)",2573,267,,686,898,170,299,80,173
"Empleador o patrono (020)",67,5,,16,20,6,9,5,6
"Trabajador familiar no remunerado (021)",489,65,2,150,171,21,42,11,27
"Trabajador del hogar (022)",590,69,2,202,236,32,33,9,7
,,,,,,,,,
"URBANA (024)",22281,1312,22,5822,8200,1328,2731,782,2084
"Empleado (025)",4763,67,2,365,1148,398,1332,266,1185
"Obrero (026)",7537,671,14,2870,3035,287,353,132,175
"Trabajador independiente (027)",8053,426,1,1958,3255,538,910,326,639
"Empleador o patrono (028)",592,27,,184,227,31,52,27,44
"Trabajador familiar no remunerado (029)",765,60,3,252,301,40,51,24,34
"Trabajador del hogar (030)",571,61,2,193,234,34,33,7,7
"Hombres (032)",15338,660,9,4185,6241,913,1539,551,1240
"Empleado (033)",2554,29,2,231,778,234,561,153,566
"Obrero (034)",6265,391,5,2330,2707,255,303,116,158
"Trabajador independiente (035)",5620,194,1,1322,2393,377,617,246,470
"Empleador o patrono (036)",526,23,,168,207,25,43,22,38
"Trabajador familiar no remunerado (037)",357,22,1,130,149,19,14,14,8
"Trabajador del hogar (038)",16,1,,4,7,3,1,,
"Mujeres (040)",6943,652,13,1637,1959,415,1192,231,844
"Empleado (041)",2209,38,,134,370,164,771,113,619
"Obrero (042)",1272,280,9,540,328,32,50,16,17
"Trabajador independiente (043)",2433,232,,636,862,161,293,80,169
"Empleador o patrono (044)",66,4,,16,20,6,9,5,6
"Trabajador familiar no remunerado (045)",408,38,2,122,152,21,37,10,26
"Trabajador del hogar (046)",555,60,2,189,227,31,32,7,7
,,,,,,,,,
"RURAL (048)",4359,576,8,1754,1545,130,155,63,128
"Empleado (049)",180,8,,18,62,11,45,6,30
"Obrero (050)",2675,339,6,1094,1021,76,58,33,48
"Trabajador independiente (051)",1097,164,,474,348,34,36,15,26
"Empleador o patrono (052)",79,14,,40,10,4,5,1,5
"Trabajador familiar no remunerado (053)",293,42,2,115,95,4,10,6,19
"Trabajador del hogar (054)",35,9,,13,9,1,1,2,
"Hombres (056)",3654,387,5,1508,1374,110,105,54,111
"Empleado (057)",120,6,,16,53,6,15,4,20
"Obrero (058)",2287,224,3,941,923,71,50,29,46
"Trabajador independiente (059)",957,129,,424,312,25,30,15,22
"Empleador o patrono (060)",78,13,,40,10,4,5,1,5
"Trabajador familiar no remunerado (061)",212,15,2,87,76,4,5,5,18
"Mujeres (064)",705,189,3,246,171,20,50,9,17
"Empleado (065)",60,2,,2,9,5,30,2,10
"Obrero (066)",388,115,3,153,98,5,8,4,2
"Trabajador independiente (067)",140,35,,50,36,9,6,,4
"Empleador o patrono (068)",1,1,,,,,,,
"Trabajador familiar no remunerado (069)",81,27,,28,19,,5,1,1
"Trabajador del hogar (070)",35,9,,13,9,1,1,2,
