"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANTA (000)",27905,3720,32,10922,8961,805,1730,486,1249
"Empleado (001)",3306,41,1,212,666,226,1073,192,895
"Obrero (002)",4436,546,4,1890,1765,91,73,43,24
"Trabajador independiente (003)",14919,2229,13,6557,4784,381,484,195,276
"Empleador o patrono (004)",567,90,,236,170,19,15,18,19
"Trabajador familiar no remunerado (005)",4332,779,13,1918,1405,70,79,36,32
"Trabajador del hogar (006)",345,35,1,109,171,18,6,2,3
"Hombres (008)",19171,1820,17,8023,6880,497,861,343,730
"Empleado (009)",1791,8,1,114,457,124,475,119,493
"Obrero (010)",3413,250,3,1466,1505,76,60,36,17
"Trabajador independiente (011)",11460,1376,9,5331,3864,251,287,154,188
"Empleador o patrono (012)",424,46,,202,132,12,9,11,12
"Trabajador familiar no remunerado (013)",2048,137,4,898,905,34,30,22,18
"Trabajador del hogar (014)",35,3,,12,17,,,1,2
"Mujeres (016)",8734,1900,15,2899,2081,308,869,143,519
"Empleado (017)",1515,33,,98,209,102,598,73,402
"Obrero (018)",1023,296,1,424,260,15,13,7,7
"Trabajador independiente (019)",3459,853,4,1226,920,130,197,41,88
"Empleador o patrono (020)",143,44,,34,38,7,6,7,7
"Trabajador familiar no remunerado (021)",2284,642,9,1020,500,36,49,14,14
"Trabajador del hogar (022)",310,32,1,97,154,18,6,1,1
,,,,,,,,,
"URBANA (024)",13623,1229,21,3958,4726,650,1490,432,1117
"Empleado (025)",2921,37,1,181,588,199,937,176,802
"Obrero (026)",2069,232,3,744,917,64,55,36,18
"Trabajador independiente (027)",6540,694,8,2281,2411,309,416,172,249
"Empleador o patrono (028)",245,22,,66,94,16,12,16,19
"Trabajador familiar no remunerado (029)",1577,215,8,603,586,45,64,30,26
"Trabajador del hogar (030)",271,29,1,83,130,17,6,2,3
"Hombres (032)",8250,435,12,2451,3315,373,719,299,646
"Empleado (033)",1576,7,1,99,402,105,413,109,440
"Obrero (034)",1532,92,2,529,771,50,45,30,13
"Trabajador independiente (035)",4239,291,6,1499,1719,192,234,133,165
"Empleador o patrono (036)",158,9,,50,63,9,6,9,12
"Trabajador familiar no remunerado (037)",720,34,3,266,348,17,21,17,14
"Trabajador del hogar (038)",25,2,,8,12,,,1,2
"Mujeres (040)",5373,794,9,1507,1411,277,771,133,471
"Empleado (041)",1345,30,,82,186,94,524,67,362
"Obrero (042)",537,140,1,215,146,14,10,6,5
"Trabajador independiente (043)",2301,403,2,782,692,117,182,39,84
"Empleador o patrono (044)",87,13,,16,31,7,6,7,7
"Trabajador familiar no remunerado (045)",857,181,5,337,238,28,43,13,12
"Trabajador del hogar (046)",246,27,1,75,118,17,6,1,1
,,,,,,,,,
"RURAL (048)",14282,2491,11,6964,4235,155,240,54,132
"Empleado (049)",385,4,,31,78,27,136,16,93
"Obrero (050)",2367,314,1,1146,848,27,18,7,6
"Trabajador independiente (051)",8379,1535,5,4276,2373,72,68,23,27
"Empleador o patrono (052)",322,68,,170,76,3,3,2,
"Trabajador familiar no remunerado (053)",2755,564,5,1315,819,25,15,6,6
"Trabajador del hogar (054)",74,6,,26,41,1,,,
"Hombres (056)",10921,1385,5,5572,3565,124,142,44,84
"Empleado (057)",215,1,,15,55,19,62,10,53
"Obrero (058)",1881,158,1,937,734,26,15,6,4
"Trabajador independiente (059)",7221,1085,3,3832,2145,59,53,21,23
"Empleador o patrono (060)",266,37,,152,69,3,3,2,
"Trabajador familiar no remunerado (061)",1328,103,1,632,557,17,9,5,4
"Trabajador del hogar (062)",10,1,,4,5,,,,
"Mujeres (064)",3361,1106,6,1392,670,31,98,10,48
"Empleado (065)",170,3,,16,23,8,74,6,40
"Obrero (066)",486,156,,209,114,1,3,1,2
"Trabajador independiente (067)",1158,450,2,444,228,13,15,2,4
"Empleador o patrono (068)",56,31,,18,7,,,,
"Trabajador familiar no remunerado (069)",1427,461,4,683,262,8,6,1,2
"Trabajador del hogar (070)",64,5,,22,36,1,,,
