"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia OCROS",,,,,,,
"Viviendas particulares (001)",2513,279,111,35,1598,278,212
"Ocupantes presentes (002)",9130,968,404,117,5830,1019,792
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2419,265,106,35,1572,257,184
"Ocupantes presentes (005)",8804,916,386,117,5740,939,706
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,,,,,3,
"Ocupantes presentes (008)",8,,,,,8,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",9,1,,,7,,1
"Ocupantes presentes (014)",44,6,,,36,,2
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",79,12,5,,18,17,27
"Ocupantes presentes (017)",268,45,18,,50,71,84
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",2,1,,,,1,
"Ocupantes presentes (023)",2,1,,,,1,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",4,,,,4,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1420,160,17,31,1031,58,123
"Ocupantes presentes (029)",5236,539,54,104,3859,218,462
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1408,159,17,31,1024,55,122
"Ocupantes presentes (032)",5184,533,54,104,3823,210,460
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,,,,,3,
"Ocupantes presentes (035)",8,,,,,8,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",9,1,,,7,,1
"Ocupantes presentes (041)",44,6,,,36,,2
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1093,119,94,4,567,220,89
"Ocupantes presentes (056)",3894,429,350,13,1971,801,330
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1011,106,89,4,548,202,62
"Ocupantes presentes (059)",3620,383,332,13,1917,729,246
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",79,12,5,,18,17,27
"Ocupantes presentes (071)",268,45,18,,50,71,84
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,,,1,
"Ocupantes presentes (077)",2,1,,,,1,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",4,,,,4,,
