"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia PUERTO INCA",,,
"Viviendas particulares (001)",7097,791,6306
"Ocupantes presentes (002)",30810,3560,27250
"Casa independiente",,,
"Viviendas particulares (004)",4511,713,3798
"Ocupantes presentes (005)",19746,3299,16447
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",6,6,
"Ocupantes presentes (011)",11,11,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",13,7,6
"Ocupantes presentes (014)",41,20,21
"Choza o cabaña",,,
"Viviendas particulares (016)",2546,59,2487
"Ocupantes presentes (017)",10944,205,10739
"Vivienda improvisada",,,
"Viviendas particulares (019)",8,4,4
"Ocupantes presentes (020)",31,12,19
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",7,2,5
"Ocupantes presentes (023)",19,13,6
"Otro tipo",,,
"Viviendas particulares (025)",6,,6
"Ocupantes presentes (026)",18,,18
,,,
URBANA,,,
"Viviendas particulares (028)",1338,612,726
"Ocupantes presentes (029)",5982,2810,3172
"Casa independiente",,,
"Viviendas particulares (031)",1309,593,716
"Ocupantes presentes (032)",5886,2754,3132
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",6,6,
"Ocupantes presentes (038)",11,11,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",13,7,6
"Ocupantes presentes (041)",41,20,21
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",8,4,4
"Ocupantes presentes (047)",31,12,19
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,2,
"Ocupantes presentes (050)",13,13,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",5759,179,5580
"Ocupantes presentes (056)",24828,750,24078
"Casa independiente",,,
"Viviendas particulares (058)",3202,120,3082
"Ocupantes presentes (059)",13860,545,13315
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2546,59,2487
"Ocupantes presentes (071)",10944,205,10739
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",5,,5
"Ocupantes presentes (077)",6,,6
"Otro tipo",,,
"Viviendas particulares (079)",6,,6
"Ocupantes presentes (080)",18,,18
