"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ABANCAY (000)",55723,54385,1338
"Hombres (001)",26837,26270,567
"Mujeres (002)",28886,28115,771
"De 18 a 29 años (003)",19142,18508,634
"Hombres (004)",9233,8901,332
"Mujeres (005)",9909,9607,302
"De 30 a 44 años (006)",17733,17634,99
"Hombres (007)",8499,8448,51
"Mujeres (008)",9234,9186,48
"De 45 a 64 años (009)",12847,12707,140
"Hombres (010)",6330,6275,55
"Mujeres (011)",6517,6432,85
"De 65 y más años (012)",6001,5536,465
"Hombres (013)",2775,2646,129
"Mujeres (014)",3226,2890,336
,,,
"URBANA (015)",35991,35302,689
"Hombres (016)",17048,16784,264
"Mujeres (017)",18943,18518,425
"De 18 a 29 años (018)",13851,13423,428
"Hombres (019)",6590,6390,200
"Mujeres (020)",7261,7033,228
"De 30 a 44 años (021)",11749,11707,42
"Hombres (022)",5505,5489,16
"Mujeres (023)",6244,6218,26
"De 45 a 64 años (024)",7475,7432,43
"Hombres (025)",3659,3642,17
"Mujeres (026)",3816,3790,26
"De 65 y más años (027)",2916,2740,176
"Hombres (028)",1294,1263,31
"Mujeres (029)",1622,1477,145
,,,
"RURAL (030)",19732,19083,649
"Hombres (031)",9789,9486,303
"Mujeres (032)",9943,9597,346
"De 18 a 29 años (033)",5291,5085,206
"Hombres (034)",2643,2511,132
"Mujeres (035)",2648,2574,74
"De 30 a 44 años (036)",5984,5927,57
"Hombres (037)",2994,2959,35
"Mujeres (038)",2990,2968,22
"De 45 a 64 años (039)",5372,5275,97
"Hombres (040)",2671,2633,38
"Mujeres (041)",2701,2642,59
"De 65 y más años (042)",3085,2796,289
"Hombres (043)",1481,1383,98
"Mujeres (044)",1604,1413,191
