"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia URUBAMBA",,,,,,,,,
"Viviendas particulares (001)",13169,3161,3328,1945,2108,945,714,306,662
"Ocupantes presentes (002)",53426,10260,13134,8193,9214,4419,3402,1557,3247
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12663,2815,3280,1901,2084,930,707,304,642
"Ocupantes presentes (005)",51901,9395,12922,8031,9131,4322,3373,1544,3183
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",89,46,9,11,3,2,5,1,12
"Ocupantes presentes (008)",251,103,44,33,11,2,23,2,33
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",63,26,9,10,5,2,2,1,8
"Ocupantes presentes (011)",236,77,46,38,11,16,6,11,31
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",308,239,23,19,16,11,,,
"Ocupantes presentes (014)",910,594,97,79,61,79,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",14,10,2,2,,,,,
"Ocupantes presentes (017)",43,31,6,6,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",8,5,2,1,,,,,
"Ocupantes presentes (020)",23,11,11,1,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,4,3,1,,,,,
"Ocupantes presentes (023)",20,7,8,5,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",16,16,,,,,,,
"Ocupantes presentes (026)",42,42,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6101,1485,1122,802,934,564,437,232,525
"Ocupantes presentes (029)",24553,4487,4421,3246,3932,2634,2075,1194,2564
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5615,1154,1077,760,910,549,430,230,505
"Ocupantes presentes (032)",23084,3665,4216,3090,3849,2537,2046,1181,2500
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",89,46,9,11,3,2,5,1,12
"Ocupantes presentes (035)",251,103,44,33,11,2,23,2,33
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",63,26,9,10,5,2,2,1,8
"Ocupantes presentes (038)",236,77,46,38,11,16,6,11,31
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",308,239,23,19,16,11,,,
"Ocupantes presentes (041)",910,594,97,79,61,79,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",8,5,2,1,,,,,
"Ocupantes presentes (047)",23,11,11,1,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,4,2,1,,,,,
"Ocupantes presentes (050)",19,7,7,5,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",11,11,,,,,,,
"Ocupantes presentes (053)",30,30,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7068,1676,2206,1143,1174,381,277,74,137
"Ocupantes presentes (056)",28873,5773,8713,4947,5282,1785,1327,363,683
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7048,1661,2203,1141,1174,381,277,74,137
"Ocupantes presentes (059)",28817,5730,8706,4941,5282,1785,1327,363,683
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",14,10,2,2,,,,,
"Ocupantes presentes (071)",43,31,6,6,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,5,,,,,,,
"Ocupantes presentes (080)",12,12,,,,,,,
