"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PACHITEA (000)",32451,22966,9485
"De 3 a 5 años (001)",5301,189,5112
"De 6 a 11 años (002)",11073,8418,2655
"De 12 a 16 años (003)",7540,7084,456
"De 17 a 24 años (004)",8537,7275,1262
"Hombres (005)",16282,11937,4345
"De 3 a 5 años (006)",2578,85,2493
"De 6 a 11 años (007)",5630,4311,1319
"De 12 a 16 años (008)",3875,3704,171
"De 17 a 24 años (009)",4199,3837,362
"Mujeres (010)",16169,11029,5140
"De 3 a 5 años (011)",2723,104,2619
"De 6 a 11 años (012)",5443,4107,1336
"De 12 a 16 años (013)",3665,3380,285
"De 17 a 24 años (014)",4338,3438,900
,,,
"URBANA (015)",4366,3572,794
"De 3 a 5 años (016)",581,25,556
"De 6 a 11 años (017)",1380,1243,137
"De 12 a 16 años (018)",1118,1097,21
"De 17 a 24 años (019)",1287,1207,80
"Hombres (020)",2196,1828,368
"De 3 a 5 años (021)",285,9,276
"De 6 a 11 años (022)",714,646,68
"De 12 a 16 años (023)",571,563,8
"De 17 a 24 años (024)",626,610,16
"Mujeres (025)",2170,1744,426
"De 3 a 5 años (026)",296,16,280
"De 6 a 11 años (027)",666,597,69
"De 12 a 16 años (028)",547,534,13
"De 17 a 24 años (029)",661,597,64
,,,
"RURAL (030)",28085,19394,8691
"De 3 a 5 años (031)",4720,164,4556
"De 6 a 11 años (032)",9693,7175,2518
"De 12 a 16 años (033)",6422,5987,435
"De 17 a 24 años (034)",7250,6068,1182
"Hombres (035)",14086,10109,3977
"De 3 a 5 años (036)",2293,76,2217
"De 6 a 11 años (037)",4916,3665,1251
"De 12 a 16 años (038)",3304,3141,163
"De 17 a 24 años (039)",3573,3227,346
"Mujeres (040)",13999,9285,4714
"De 3 a 5 años (041)",2427,88,2339
"De 6 a 11 años (042)",4777,3510,1267
"De 12 a 16 años (043)",3118,2846,272
"De 17 a 24 años (044)",3677,2841,836
