"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LA MAR (000)",1248,40,625,374,168,41
"Sin nivel (001)",190,4,27,66,63,30
"Educación inicial (002)",2,1,,1,,
"Primaria (003)",495,19,206,183,79,8
"Secundaria (004)",465,16,336,92,18,3
"Superior no univ. incompleta (005)",33,,22,10,1,
"Superior no univ. completa (006)",22,,12,9,1,
"Superior univ. incompleta (007)",20,,12,5,3,
"Superior univ. completa (008)",21,,10,8,3,
"Hombres (010)",896,22,434,278,130,32
"Sin nivel (011)",112,,15,37,38,22
"Educación inicial (012)",1,1,,,,
"Primaria (013)",361,12,136,137,69,7
"Secundaria (014)",352,9,244,80,16,3
"Superior no univ. incompleta (015)",23,,13,9,1,
"Superior no univ. completa (016)",16,,9,6,1,
"Superior univ. incompleta (017)",16,,9,4,3,
"Superior univ. completa (018)",15,,8,5,2,
"Mujeres (020)",352,18,191,96,38,9
"Sin nivel (021)",78,4,12,29,25,8
"Educación inicial (022)",1,,,1,,
"Primaria (023)",134,7,70,46,10,1
"Secundaria (024)",113,7,92,12,2,
"Superior no univ. incompleta (025)",10,,9,1,,
"Superior no univ. completa (026)",6,,3,3,,
"Superior univ. incompleta (027)",4,,3,1,,
"Superior univ. completa (028)",6,,2,3,1,
,,,,,,
"Area Urbana (030)",745,27,362,235,102,19
"Sin nivel (031)",115,3,17,46,37,12
"Educación inicial (032)",2,1,,1,,
"Primaria (033)",281,12,112,107,45,5
"Secundaria (034)",268,11,188,53,14,2
"Superior no univ. incompleta (035)",27,,17,9,1,
"Superior no univ. completa (036)",17,,9,8,,
"Superior univ. incompleta (037)",16,,10,3,3,
"Superior univ. completa (038)",19,,9,8,2,
"Hombres (040)",499,13,239,161,74,12
"Sin nivel (041)",56,,8,23,19,6
"Educación inicial (042)",1,1,,,,
"Primaria (043)",190,6,70,72,38,4
"Secundaria (044)",196,6,131,45,12,2
"Superior no univ. incompleta (045)",17,,8,8,1,
"Superior no univ. completa (046)",11,,6,5,,
"Superior univ. incompleta (047)",14,,8,3,3,
"Superior univ. completa (048)",14,,8,5,1,
"Mujeres (050)",246,14,123,74,28,7
"Sin nivel (051)",59,3,9,23,18,6
"Educación inicial (052)",1,,,1,,
"Primaria (053)",91,6,42,35,7,1
"Secundaria (054)",72,5,57,8,2,
"Superior no univ. incompleta (055)",10,,9,1,,
"Superior no univ. completa (056)",6,,3,3,,
"Superior univ. incompleta (057)",2,,2,,,
"Superior univ. completa (058)",5,,1,3,1,
,,,,,,
"Area Rural (060)",503,13,263,139,66,22
"Sin nivel (061)",75,1,10,20,26,18
"Primaria (063)",214,7,94,76,34,3
"Secundaria (064)",197,5,148,39,4,1
"Superior no univ. incompleta (065)",6,,5,1,,
"Superior no univ. completa (066)",5,,3,1,1,
"Superior univ. incompleta (067)",4,,2,2,,
"Superior univ. completa (068)",2,,1,,1,
"Hombres (070)",397,9,195,117,56,20
"Sin nivel (071)",56,,7,14,19,16
"Primaria (073)",171,6,66,65,31,3
"Secundaria (074)",156,3,113,35,4,1
"Superior no univ. incompleta (075)",6,,5,1,,
"Superior no univ. completa (076)",5,,3,1,1,
"Superior univ. incompleta (077)",2,,1,1,,
"Superior univ. completa (078)",1,,,,1,
"Mujeres (080)",106,4,68,22,10,2
"Sin nivel (081)",19,1,3,6,7,2
"Primaria (083)",43,1,28,11,3,
"Secundaria (084)",41,2,35,4,,
"Superior univ. incompleta (087)",2,,1,1,,
"Superior univ. completa (088)",1,,1,,,
