"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUAROCHIRI",,,,,,,
"Viviendas particulares (001)",18458,3150,845,394,10463,1371,2235
"Ocupantes presentes (002)",69102,11492,3017,1497,40224,4741,8131
"Casa independiente",,,,,,,
"Viviendas particulares (004)",16749,2515,716,378,10091,1028,2021
"Ocupantes presentes (005)",63469,9367,2609,1441,38727,3771,7554
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",192,39,,,15,132,6
"Ocupantes presentes (008)",605,116,,,56,415,18
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",437,347,,2,76,1,11
"Ocupantes presentes (011)",1444,1098,,10,297,6,33
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",362,198,,4,114,6,40
"Ocupantes presentes (014)",1522,734,,14,609,17,148
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",510,30,25,2,134,174,145
"Ocupantes presentes (017)",1377,86,73,2,408,455,353
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",156,9,104,8,22,9,4
"Ocupantes presentes (020)",515,26,335,30,87,28,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",39,10,,,9,17,3
"Ocupantes presentes (023)",128,45,,,34,42,7
"Otro tipo",,,,,,,
"Viviendas particulares (025)",13,2,,,2,4,5
"Ocupantes presentes (026)",42,20,,,6,7,9
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",12149,2569,673,284,7191,511,921
"Ocupantes presentes (029)",47675,9394,2416,1115,29103,1733,3914
"Casa independiente",,,,,,,
"Viviendas particulares (031)",10972,1968,569,270,6956,351,858
"Ocupantes presentes (032)",43493,7385,2081,1061,28027,1235,3704
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",192,39,,,15,132,6
"Ocupantes presentes (035)",605,116,,,56,415,18
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",437,347,,2,76,1,11
"Ocupantes presentes (038)",1444,1098,,10,297,6,33
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",362,198,,4,114,6,40
"Ocupantes presentes (041)",1522,734,,14,609,17,148
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",156,9,104,8,22,9,4
"Ocupantes presentes (047)",515,26,335,30,87,28,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",26,8,,,7,10,1
"Ocupantes presentes (050)",87,35,,,22,29,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,,,,1,2,1
"Ocupantes presentes (053)",9,,,,5,3,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6309,581,172,110,3272,860,1314
"Ocupantes presentes (056)",21427,2098,601,382,11121,3008,4217
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5777,547,147,108,3135,677,1163
"Ocupantes presentes (059)",19976,1982,528,380,10700,2536,3850
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",510,30,25,2,134,174,145
"Ocupantes presentes (071)",1377,86,73,2,408,455,353
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",13,2,,,2,7,2
"Ocupantes presentes (077)",41,10,,,12,13,6
"Otro tipo",,,,,,,
"Viviendas particulares (079)",9,2,,,1,2,4
"Ocupantes presentes (080)",33,20,,,1,4,8
