"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARI (000)",62598,14349,6622,1790,40700
"Menos de 1 año (001)",1195,611,89,20,475
"De 1 a 14 años (002)",20573,10920,1573,265,7824
"De 15 a 29 años (003)",15404,1955,1417,436,11804
"De 30 a 44 años (004)",10861,475,2373,712,7797
"De 45 a 64 años (005)",8980,266,969,293,7599
"De 65 y mas años (006)",5585,122,201,64,5201
"Hombres (008)",32135,7068,4369,1404,20117
"Menos de 1 año (009)",587,312,47,9,219
"De 1 a 14 años (010)",10391,5511,789,142,3953
"De 15 a 29 años (011)",8342,899,1032,338,6266
"De 30 a 44 años (012)",5897,164,1724,626,3862
"De 45 a 64 años (013)",4397,119,671,250,3501
"De 65 y mas años (014)",2521,63,106,39,2316
"Mujeres (016)",30463,7281,2253,386,20583
"Menos de 1 año (017)",608,299,42,11,256
"De 1 a 14 años (018)",10182,5409,784,123,3871
"De 15 a 29 años (019)",7062,1056,385,98,5538
"De 30 a 44 años (020)",4964,311,649,86,3935
"De 45 a 64 años (021)",4583,147,298,43,4098
"De 65 y mas años (022)",3064,59,95,25,2885
,,,,,
"URBANA (024)",22313,4477,3650,646,13570
"Menos de 1 año (025)",432,193,59,11,169
"De 1 a 14 años (026)",7074,3129,1216,157,2577
"De 15 a 29 años (027)",5620,742,532,150,4200
"De 30 a 44 años (028)",4091,216,1078,161,2645
"De 45 a 64 años (029)",3203,134,600,118,2361
"De 65 y mas años (030)",1893,63,165,49,1618
"Hombres (032)",11249,2230,1834,407,6796
"Menos de 1 año (033)",206,99,29,5,73
"De 1 a 14 años (034)",3661,1629,597,84,1352
"De 15 a 29 años (035)",2910,329,245,96,2242
"De 30 a 44 años (036)",2030,77,530,107,1322
"De 45 a 64 años (037)",1584,63,344,86,1098
"De 65 y mas años (038)",858,33,89,29,709
"Mujeres (040)",11064,2247,1816,239,6774
"Menos de 1 año (041)",226,94,30,6,96
"De 1 a 14 años (042)",3413,1500,619,73,1225
"De 15 a 29 años (043)",2710,413,287,54,1958
"De 30 a 44 años (044)",2061,139,548,54,1323
"De 45 a 64 años (045)",1619,71,256,32,1263
"De 65 y mas años (046)",1035,30,76,20,909
,,,,,
"RURAL (048)",40285,9872,2972,1144,27130
"Menos de 1 año (049)",763,418,30,9,306
"De 1 a 14 años (050)",13499,7791,357,108,5247
"De 15 a 29 años (051)",9784,1213,885,286,7604
"De 30 a 44 años (052)",6770,259,1295,551,5152
"De 45 a 64 años (053)",5777,132,369,175,5238
"De 65 y mas años (054)",3692,59,36,15,3583
"Hombres (056)",20886,4838,2535,997,13321
"Menos de 1 año (057)",381,213,18,4,146
"De 1 a 14 años (058)",6730,3882,192,58,2601
"De 15 a 29 años (059)",5432,570,787,242,4024
"De 30 a 44 años (060)",3867,87,1194,519,2540
"De 45 a 64 años (061)",2813,56,327,164,2403
"De 65 y mas años (062)",1663,30,17,10,1607
"Mujeres (064)",19399,5034,437,147,13809
"Menos de 1 año (065)",382,205,12,5,160
"De 1 a 14 años (066)",6769,3909,165,50,2646
"De 15 a 29 años (067)",4352,643,98,44,3580
"De 30 a 44 años (068)",2903,172,101,32,2612
"De 45 a 64 años (069)",2964,76,42,11,2835
"De 65 y mas años (070)",2029,29,19,5,1976
