"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TARATA",,,,,,,,,
"Viviendas particulares (001)",95,50,22,7,5,2,,,9
"Ocupantes presentes (002)",294,148,79,22,12,6,,,27
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",91,48,20,7,5,2,,,9
"Ocupantes presentes (005)",280,139,74,22,12,6,,,27
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,1,2,,,,,,
"Ocupantes presentes (014)",13,8,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",90,45,22,7,5,2,,,9
"Ocupantes presentes (029)",283,137,79,22,12,6,,,27
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",86,43,20,7,5,2,,,9
"Ocupantes presentes (032)",269,128,74,22,12,6,,,27
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,1,2,,,,,,
"Ocupantes presentes (041)",13,8,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5,5,,,,,,,
"Ocupantes presentes (056)",11,11,,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5,5,,,,,,,
"Ocupantes presentes (059)",11,11,,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
