"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CORONGO (000)",2510,1933,187,222,168
"Agric., ganadería, caza y silvicultura (001)",1320,1245,66,7,2
"Pesca (002)",1,1,,,
"Explotación de minas y canteras (003)",34,1,1,31,1
"Industrias manufactureras (004)",110,88,10,4,8
"Suministro de electricidad, gas y agua (005)",2,1,,1,
"Construcción (006)",143,85,48,9,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",217,204,10,3,
"Venta, mant.y rep. veh.autom y motoc. (008)",5,5,,,
"Comercio al por mayor (009)",9,6,3,,
"Comercio al por menor (010)",203,193,7,3,
"Hoteles y restaurantes (011)",63,53,9,,1
"Trans., almac. y comunicaciones (012)",51,39,5,5,2
"Intermediación financiera (013)",2,,,1,1
"Activid.inmobil., empres. y alquileres (014)",39,13,5,17,4
"Admin.pub. y defensa; p. segur soc.afil (015)",116,,,,116
"Enseñanza (016)",212,50,20,138,4
"Servicios sociales y de salud (017)",34,6,1,1,26
"Otras activ. serv.comun.soc y personales (018)",53,37,10,4,2
"Hogares privados con servicio doméstico (019)",42,42,,,
"Actividad economica no especificada (021)",71,68,2,1,
"Hombres (022)",1998,1563,159,157,119
"Agric., ganadería, caza y silvicultura (023)",1244,1172,64,6,2
"Pesca (024)",1,1,,,
"Explotación de minas y canteras (025)",34,1,1,31,1
"Industrias manufactureras (026)",86,71,9,2,4
"Suministro de electricidad, gas y agua (027)",2,1,,1,
"Construcción (028)",141,84,47,9,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",109,102,4,3,
"Venta, mant.y rep. veh.autom y motoc. (030)",4,4,,,
"Comercio al por mayor (031)",6,5,1,,
"Comercio al por menor (032)",99,93,3,3,
"Hoteles y restaurantes (033)",19,14,4,,1
"Trans., almac. y comunicaciones (034)",50,38,5,5,2
"Intermediación financiera (035)",1,,,1,
"Activid.inmobil., empres. y alquileres (036)",27,9,3,12,3
"Admin.pub. y defensa; p. segur soc.afil (037)",91,,,,91
"Enseñanza (038)",116,21,12,83,
"Servicios sociales y de salud (039)",17,3,,,14
"Otras activ. serv.comun.soc y personales (040)",42,30,9,3,
"Hogares privados con servicio doméstico (041)",3,3,,,
"Actividad economica no especificada (043)",15,13,1,1,
"Mujeres (044)",512,370,28,65,49
