"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia PARURO",,,
"Viviendas particulares (001)",5617,5143,474
"Ocupantes presentes (002)",20990,19191,1799
"Casa independiente",,,
"Viviendas particulares (004)",5462,5010,452
"Ocupantes presentes (005)",20385,18662,1723
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",9,6,3
"Ocupantes presentes (014)",21,16,5
"Choza o cabaña",,,
"Viviendas particulares (016)",142,124,18
"Ocupantes presentes (017)",574,507,67
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",4,3,1
"Ocupantes presentes (023)",10,6,4
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2591,2355,236
"Ocupantes presentes (029)",9138,8284,854
"Casa independiente",,,
"Viviendas particulares (031)",2578,2346,232
"Ocupantes presentes (032)",9107,8262,845
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",9,6,3
"Ocupantes presentes (041)",21,16,5
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",4,3,1
"Ocupantes presentes (050)",10,6,4
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",3026,2788,238
"Ocupantes presentes (056)",11852,10907,945
"Casa independiente",,,
"Viviendas particulares (058)",2884,2664,220
"Ocupantes presentes (059)",11278,10400,878
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",142,124,18
"Ocupantes presentes (071)",574,507,67
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
