"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia UTCUBAMBA",,,,,
"Viviendas particulares (001)",3779,292,298,1985,1204
"Ocupantes presentes (002)",15255,1142,1228,8135,4750
"Casa independiente",,,,,
"Viviendas particulares (004)",3482,241,272,1867,1102
"Ocupantes presentes (005)",14348,1003,1150,7723,4472
"Departamento en edificio",,,,,
"Viviendas particulares (007)",20,4,2,7,7
"Ocupantes presentes (008)",49,7,4,24,14
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",222,40,20,84,78
"Ocupantes presentes (011)",680,120,63,295,202
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",48,6,4,23,15
"Ocupantes presentes (014)",156,9,11,82,54
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,,,,1
"Ocupantes presentes (020)",1,,,,1
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",6,1,,4,1
"Ocupantes presentes (023)",21,3,,11,7
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",3292,245,256,1798,993
"Ocupantes presentes (029)",13035,917,1026,7276,3816
"Casa independiente",,,,,
"Viviendas particulares (031)",2995,194,230,1680,891
"Ocupantes presentes (032)",12128,778,948,6864,3538
"Departamento en edificio",,,,,
"Viviendas particulares (034)",20,4,2,7,7
"Ocupantes presentes (035)",49,7,4,24,14
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",222,40,20,84,78
"Ocupantes presentes (038)",680,120,63,295,202
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",48,6,4,23,15
"Ocupantes presentes (041)",156,9,11,82,54
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,,,,1
"Ocupantes presentes (047)",1,,,,1
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",6,1,,4,1
"Ocupantes presentes (050)",21,3,,11,7
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",487,47,42,187,211
"Ocupantes presentes (056)",2220,225,202,859,934
"Casa independiente",,,,,
"Viviendas particulares (058)",487,47,42,187,211
"Ocupantes presentes (059)",2220,225,202,859,934
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
