"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LORETO (000)",50375,20162,5321,1916,23141
"Hombres (001)",27288,9566,3320,1319,13179
"Mujeres (002)",23087,10596,2001,597,9962
"PEA (003)",18954,4008,3078,939,10999
"Hombres (004)",14507,2708,2409,799,8654
"Mujeres (005)",4447,1300,669,140,2345
"Ocupada (006)",17623,3610,3023,828,10231
"Hombres (007)",13440,2415,2370,710,8007
"Mujeres (008)",4183,1195,653,118,2224
"Desocupada (009)",1331,398,55,111,768
"Hombres (010)",1067,293,39,89,647
"Mujeres (011)",264,105,16,22,121
"No PEA (012)",31421,16154,2243,977,12142
"Hombres (013)",12781,6858,911,520,4525
"Mujeres (014)",18640,9296,1332,457,7617
,,,,,
"URBANA (018)",22068,7140,4103,876,10036
"Hombres (019)",12063,3340,2606,636,5541
"Mujeres (020)",10005,3800,1497,240,4495
"PEA (021)",9138,1480,2391,584,4731
"Hombres (022)",6615,848,1905,498,3407
"Mujeres (023)",2523,632,486,86,1324
"Ocupada (024)",8619,1387,2353,574,4352
"Hombres (025)",6215,787,1880,489,3101
"Mujeres (026)",2404,600,473,85,1251
"Desocupada (027)",519,93,38,10,379
"Hombres (028)",400,61,25,9,306
"Mujeres (029)",119,32,13,1,73
"No PEA (030)",12930,5660,1712,292,5305
"Hombres (031)",5448,2492,701,138,2134
"Mujeres (032)",7482,3168,1011,154,3171
,,,,,
"RURAL (036)",28307,13022,1218,1040,13105
"Hombres (037)",15225,6226,714,683,7638
"Mujeres (038)",13082,6796,504,357,5467
"PEA (039)",9816,2528,687,355,6268
"Hombres (040)",7892,1860,504,301,5247
"Mujeres (041)",1924,668,183,54,1021
"Ocupada (042)",9004,2223,670,254,5879
"Hombres (043)",7225,1628,490,221,4906
"Mujeres (044)",1779,595,180,33,973
"Desocupada (045)",812,305,17,101,389
"Hombres (046)",667,232,14,80,341
"Mujeres (047)",145,73,3,21,48
"No PEA (048)",18491,10494,531,685,6837
"Hombres (049)",7333,4366,210,382,2391
"Mujeres (050)",11158,6128,321,303,4446
