"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANUCO (000)",102205,248837,223570,,4358,89.8,1.8
"De 12 a 14 años (001)",10185,45,45,,10,100,22.2
"De 15 a 19 años (002)",14799,1943,1906,582,98.1,30,
"De 20 a 24 años (003)",13351,9010,8802,1027,97.7,11.4,
"De 25 a 29 años (004)",10952,15482,14995,981,96.9,6.3,
"De 30 a 34 años (005)",9490,21344,20538,828,96.2,3.9,
"De 35 a 39 años (006)",8922,27990,26453,602,94.5,2.2,
"De 40 a 44 años (007)",7590,29523,27423,268,92.9,0.9,
"De 45 a 49 años (008)",6472,29651,26970,60,91,0.2,
"De 50 y más años (009)",20444,113849,96438,,84.7,,
"PEA (010)",30848,73629,67956,1025,92.3,1.4,
"De 12 a 14 años (011)",444,9,9,3,100,33.3,
"De 15 a 19 años (012)",2476,341,337,77,98.8,22.6,
"De 20 a 24 años (013)",3857,2065,2033,165,98.5,8,
"De 25 a 29 años (014)",4279,4417,4311,244,97.6,5.5,
"De 30 a 34 años (015)",3909,6948,6742,236,97,3.4,
"De 35 a 39 años (016)",3952,10111,9737,197,96.3,1.9,
"De 40 a 44 años (017)",3566,11593,10974,91,94.7,0.8,
"De 45 a 49 años (018)",2844,10988,10157,12,92.4,0.1,
"De 50 y más años (019)",5521,27157,23656,,87.1,,
"Ocupada (020)",28891,71128,65611,949,92.2,1.3,
"De 12 a 14 años (021)",384,8,8,3,100,37.5,
"De 15 a 19 años (022)",2148,314,310,66,98.7,21,
"De 20 a 24 años (023)",3405,1899,1872,146,98.6,7.7,
"De 25 a 29 años (024)",3908,4166,4065,225,97.6,5.4,
"De 30 a 34 años (025)",3659,6597,6396,216,97,3.3,
"De 35 a 39 años (026)",3787,9756,9393,194,96.3,2,
"De 40 a 44 años (027)",3450,11221,10621,87,94.7,0.8,
"De 45 a 49 años (028)",2761,10645,9844,12,92.5,0.1,
"De 50 y más años (029)",5389,26522,23102,,87.1,,
"Desocupada (030)",1957,2501,2345,76,93.8,3,
"De 12 a 14 años (031)",60,1,1,,100,,
"De 15 a 19 años (032)",328,27,27,11,100,40.7,
"De 20 a 24 años (033)",452,166,161,19,97,11.4,
"De 25 a 29 años (034)",371,251,246,19,98,7.6,
"De 30 a 34 años (035)",250,351,346,20,98.6,5.7,
