"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia OTUZCO (000)",22714,226,8546,7491,2570,994,434,147,25,,2281
"Sin Nivel (001)",6882,82,2662,2272,698,323,158,62,7,,618
"Educación Inicial (002)",53,,24,16,4,1,,,,,8
"Primaria (003)",12437,124,4928,4154,1310,463,216,67,14,,1161
"Secundaria (004)",1911,16,713,610,234,81,24,8,1,,224
"Sup. no Univ. Incompleta (005)",250,1,61,88,26,14,6,,,,54
"Sup. no Univ. Completa (006)",756,1,104,249,184,61,20,7,2,,128
"Sup. Univ. Incompleta (007)",88,,10,30,12,7,1,,1,,27
"Sup. Univ. Completa (008)",337,2,44,72,102,44,9,3,,,61
,,,,,,,,,,,
"URBANA (010)",5985,55,1803,1973,854,356,181,68,9,,686
"Sin Nivel (011)",1224,17,412,383,131,60,39,18,3,,161
"Educación Inicial (012)",6,,2,1,,,,,,,3
"Primaria (013)",2687,28,899,926,330,145,94,36,2,,227
"Secundaria (014)",863,7,308,281,116,40,17,4,1,,89
"Sup. no Univ. Incompleta (015)",185,1,53,65,17,11,2,,,,36
"Sup. no Univ. Completa (016)",668,,87,227,164,57,19,7,2,,105
"Sup. Univ. Incompleta (017)",70,,9,21,11,6,1,,1,,21
"Sup. Univ. Completa (018)",282,2,33,69,85,37,9,3,,,44
,,,,,,,,,,,
"RURAL (020)",16729,171,6743,5518,1716,638,253,79,16,,1595
"Sin Nivel (021)",5658,65,2250,1889,567,263,119,44,4,,457
"Educación Inicial (022)",47,,22,15,4,1,,,,,5
"Primaria (023)",9750,96,4029,3228,980,318,122,31,12,,934
"Secundaria (024)",1048,9,405,329,118,41,7,4,,,135
"Sup. no Univ. Incompleta (025)",65,,8,23,9,3,4,,,,18
"Sup. no Univ. Completa (026)",88,1,17,22,20,4,1,,,,23
"Sup. Univ. Incompleta (027)",18,,1,9,1,1,,,,,6
"Sup. Univ. Completa (028)",55,,11,3,17,7,,,,,17
