"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CUSCO (000)",154514,101703,16808,16179,19824
"Empleado (001)",61658,20639,9823,13390,17806
"Obrero (002)",14278,7817,2440,2221,1800
"Trabajador independiente (003)",62667,59168,3499,,
"Empleador o patrono (004)",4186,3102,566,373,145
"Trabajador familiar no remunerado (005)",6720,5972,480,195,73
"Trabajador del hogar (006)",5005,5005,,,
"De 06 a 14 años (008)",2412,2180,177,44,11
"Empleado (009)",401,326,55,15,5
"Obrero (010)",177,143,20,10,4
"Trabajador independiente (011)",440,408,32,,
"Empleador o patrono (012)",6,4,1,1,
"Trabajador familiar no remunerado (013)",901,812,69,18,2
"Trabajador del hogar (014)",487,487,,,
"De 15 a 29 años (016)",53225,36307,7028,5373,4517
"Empleado (017)",23567,10933,4279,4410,3945
"Obrero (018)",5546,3126,1098,804,518
"Trabajador independiente (019)",17313,16015,1298,,
"Empleador o patrono (020)",1027,771,146,75,35
"Trabajador familiar no remunerado (021)",2529,2219,207,84,19
"Trabajador del hogar (022)",3243,3243,,,
"De 30 a 44 años (024)",58106,36009,6141,7013,8943
"Empleado (025)",24052,6363,3678,5901,8110
"Obrero (026)",5018,2589,803,880,746
"Trabajador independiente (027)",24772,23468,1304,,
"Empleador o patrono (028)",1755,1276,243,171,65
"Trabajador familiar no remunerado (029)",1741,1545,113,61,22
"Trabajador del hogar (030)",768,768,,,
"De 45 a 64 años (032)",35534,22823,3122,3524,6065
"Empleado (033)",12850,2734,1681,2914,5521
"Obrero (034)",3098,1658,468,478,494
"Trabajador independiente (035)",16808,16047,761,,
"Empleador o patrono (036)",1185,887,149,114,35
"Trabajador familiar no remunerado (037)",1174,1078,63,18,15
"Trabajador del hogar (038)",419,419,,,
"De 65 y más años (040)",5237,4384,340,225,288
"Empleado (041)",788,283,130,150,225
"Obrero (042)",439,301,51,49,38
"Trabajador independiente (043)",3334,3230,104,,
"Empleador o patrono (044)",213,164,27,12,10
"Trabajador familiar no remunerado (045)",375,318,28,14,15
"Trabajador del hogar (046)",88,88,,,
,,,,,
"URBANA (048)",149075,97226,16233,15956,19660
"Empleado (049)",61093,20346,9741,13296,17710
"Obrero (050)",13380,7243,2298,2102,1737
"Trabajador independiente (051)",59525,56309,3216,,
