"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ABANCAY",,,,,,,,,
"Viviendas particulares (001)",627,304,114,56,65,25,15,16,32
"Ocupantes presentes (002)",2433,1084,508,209,276,105,69,75,107
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",555,270,102,43,58,22,15,16,29
"Ocupantes presentes (005)",2190,987,456,169,248,93,69,75,93
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",11,3,4,1,,3,,,
"Ocupantes presentes (008)",41,13,15,1,,12,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,10,,,1,,,,
"Ocupantes presentes (011)",21,15,,,6,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",49,21,8,11,6,,,,3
"Ocupantes presentes (014)",180,69,37,38,22,,,,14
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,1,,,,,
"Ocupantes presentes (023)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",534,252,98,52,55,24,14,13,26
"Ocupantes presentes (029)",2101,908,433,200,243,101,63,64,89
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",462,218,86,39,48,21,14,13,23
"Ocupantes presentes (032)",1858,811,381,160,215,89,63,64,75
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",11,3,4,1,,3,,,
"Ocupantes presentes (035)",41,13,15,1,,12,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,10,,,1,,,,
"Ocupantes presentes (038)",21,15,,,6,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",49,21,8,11,6,,,,3
"Ocupantes presentes (041)",180,69,37,38,22,,,,14
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,1,,,,,
"Ocupantes presentes (050)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",93,52,16,4,10,1,1,3,6
"Ocupantes presentes (056)",332,176,75,9,33,4,6,11,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",93,52,16,4,10,1,1,3,6
"Ocupantes presentes (059)",332,176,75,9,33,4,6,11,18
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
