"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALGAYOC (000)",89813,21921,5150,1133,61742
"Menos de 1 año (001)",1623,1163,90,12,359
"De 1 a 14 años (002)",28797,16920,1566,312,10012
"De 15 a 29 años (003)",24584,2401,1089,246,20877
"De 30 a 44 años (004)",16664,860,1545,298,14026
"De 45 a 64 años (005)",12121,428,728,194,10795
"De 65 y mas años (006)",6024,149,132,71,5673
"Hombres (008)",43620,10859,3036,724,29114
"Menos de 1 año (009)",846,597,52,6,192
"De 1 a 14 años (010)",14591,8678,773,157,4992
"De 15 a 29 años (011)",11557,1024,654,147,9751
"De 30 a 44 años (012)",7962,293,1004,220,6504
"De 45 a 64 años (013)",5827,193,470,146,5042
"De 65 y mas años (014)",2837,74,83,48,2633
"Mujeres (016)",46193,11062,2114,409,32628
"Menos de 1 año (017)",777,566,38,6,167
"De 1 a 14 años (018)",14206,8242,793,155,5020
"De 15 a 29 años (019)",13027,1377,435,99,11126
"De 30 a 44 años (020)",8702,567,541,78,7522
"De 45 a 64 años (021)",6294,235,258,48,5753
"De 65 y mas años (022)",3187,75,49,23,3040
,,,,,
"URBANA (024)",20404,2706,3839,673,13296
"Menos de 1 año (025)",343,177,61,7,98
"De 1 a 14 años (026)",5578,1821,1055,135,2567
"De 15 a 29 años (027)",5886,366,815,153,4577
"De 30 a 44 años (028)",4489,180,1277,210,2883
"De 45 a 64 años (029)",2964,124,548,132,2183
"De 65 y mas años (030)",1144,38,83,36,988
"Hombres (032)",10432,1316,2282,434,6496
"Menos de 1 año (033)",175,80,37,3,55
"De 1 a 14 años (034)",2830,934,531,67,1298
"De 15 a 29 años (035)",2935,156,490,93,2213
"De 30 a 44 años (036)",2381,68,827,146,1395
"De 45 a 64 años (037)",1561,61,352,101,1070
"De 65 y mas años (038)",550,17,45,24,465
"Mujeres (040)",9972,1390,1557,239,6800
"Menos de 1 año (041)",168,97,24,4,43
"De 1 a 14 años (042)",2748,887,524,68,1269
"De 15 a 29 años (043)",2951,210,325,60,2364
"De 30 a 44 años (044)",2108,112,450,64,1488
"De 45 a 64 años (045)",1403,63,196,31,1113
"De 65 y mas años (046)",594,21,38,12,523
,,,,,
"RURAL (048)",69409,19215,1311,460,48446
"Menos de 1 año (049)",1280,986,29,5,261
"De 1 a 14 años (050)",23219,15099,511,177,7445
"De 15 a 29 años (051)",18698,2035,274,93,16300
"De 30 a 44 años (052)",12175,680,268,88,11143
"De 45 a 64 años (053)",9157,304,180,62,8612
"De 65 y mas años (054)",4880,111,49,35,4685
"Hombres (056)",33188,9543,754,290,22618
"Menos de 1 año (057)",671,517,15,3,137
"De 1 a 14 años (058)",11761,7744,242,90,3694
"De 15 a 29 años (059)",8622,868,164,54,7538
"De 30 a 44 años (060)",5581,225,177,74,5109
"De 45 a 64 años (061)",4266,132,118,45,3972
"De 65 y mas años (062)",2287,57,38,24,2168
"Mujeres (064)",36221,9672,557,170,25828
"Menos de 1 año (065)",609,469,14,2,124
"De 1 a 14 años (066)",11458,7355,269,87,3751
"De 15 a 29 años (067)",10076,1167,110,39,8762
"De 30 a 44 años (068)",6594,455,91,14,6034
"De 45 a 64 años (069)",4891,172,62,17,4640
"De 65 y mas años (070)",2593,54,11,11,2517
