"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia TAYACAJA",,,,
"Viviendas particulares (001)",5846,3485,1881,480
"Ocupantes presentes (002)",25282,15083,8202,1997
"Casa independiente",,,,
"Viviendas particulares (004)",5667,3349,1840,478
"Ocupantes presentes (005)",24394,14425,7976,1993
"Departamento en edificio",,,,
"Viviendas particulares (007)",3,3,,
"Ocupantes presentes (008)",12,12,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",73,67,6,
"Ocupantes presentes (011)",330,295,35,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",93,59,33,1
"Ocupantes presentes (014)",531,339,189,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",3,3,,
"Ocupantes presentes (020)",8,8,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",7,4,2,1
"Ocupantes presentes (023)",7,4,2,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",5309,3168,1708,433
"Ocupantes presentes (029)",23089,13793,7498,1798
"Casa independiente",,,,
"Viviendas particulares (031)",5139,3040,1668,431
"Ocupantes presentes (032)",22242,13172,7276,1794
"Departamento en edificio",,,,
"Viviendas particulares (034)",3,3,,
"Ocupantes presentes (035)",12,12,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",72,66,6,
"Ocupantes presentes (038)",317,282,35,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",86,53,32,1
"Ocupantes presentes (041)",505,317,185,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",2,2,,
"Ocupantes presentes (047)",6,6,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",7,4,2,1
"Ocupantes presentes (050)",7,4,2,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",537,317,173,47
"Ocupantes presentes (056)",2193,1290,704,199
"Casa independiente",,,,
"Viviendas particulares (058)",528,309,172,47
"Ocupantes presentes (059)",2152,1253,700,199
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,1,,
"Ocupantes presentes (065)",13,13,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",7,6,1,
"Ocupantes presentes (068)",26,22,4,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",2,2,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3068,2451,522,95
"Ocupantes presentes (110)",13258,10668,2278,312
"Casa independiente",,,,
"Viviendas particulares (112)",2890,2316,481,93
"Ocupantes presentes (113)",12371,10011,2052,308
"Departamento en edificio",,,,
"Viviendas particulares (115)",3,3,,
"Ocupantes presentes (116)",12,12,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",73,67,6,
"Ocupantes presentes (119)",330,295,35,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",93,59,33,1
"Ocupantes presentes (122)",531,339,189,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",3,3,,
"Ocupantes presentes (128)",8,8,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",6,3,2,1
"Ocupantes presentes (131)",6,3,2,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2760,2229,442,89
"Ocupantes presentes (137)",12044,9759,1991,294
"Casa independiente",,,,
"Viviendas particulares (139)",2591,2102,402,87
"Ocupantes presentes (140)",11198,9139,1769,290
"Departamento en edificio",,,,
"Viviendas particulares (142)",3,3,,
"Ocupantes presentes (143)",12,12,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",72,66,6,
"Ocupantes presentes (146)",317,282,35,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",86,53,32,1
"Ocupantes presentes (149)",505,317,185,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",2,2,,
"Ocupantes presentes (155)",6,6,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",6,3,2,1
"Ocupantes presentes (158)",6,3,2,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",308,222,80,6
"Ocupantes presentes (164)",1214,909,287,18
"Casa independiente",,,,
"Viviendas particulares (166)",299,214,79,6
"Ocupantes presentes (167)",1173,872,283,18
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,1,,
"Ocupantes presentes (173)",13,13,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",7,6,1,
"Ocupantes presentes (176)",26,22,4,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",2,2,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2778,1034,1359,385
"Ocupantes presentes (218)",12024,4415,5924,1685
"Casa independiente",,,,
"Viviendas particulares (220)",2777,1033,1359,385
"Ocupantes presentes (221)",12023,4414,5924,1685
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,1,,
"Ocupantes presentes (239)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",2549,939,1266,344
"Ocupantes presentes (245)",11045,4034,5507,1504
"Casa independiente",,,,
"Viviendas particulares (247)",2548,938,1266,344
"Ocupantes presentes (248)",11044,4033,5507,1504
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,1,,
"Ocupantes presentes (266)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",229,95,93,41
"Ocupantes presentes (272)",979,381,417,181
"Casa independiente",,,,
"Viviendas particulares (274)",229,95,93,41
"Ocupantes presentes (275)",979,381,417,181
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
