"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia BAGUA",,,,,,,,,
"Hogares (001)",17055,370,165,110,96,62,40,51,16161
"Ocupantes presentes (002)",71362,1474,614,436,390,279,186,292,67691
"Casa independiente",,,,,,,,,
"Hogares (004)",13620,309,134,93,87,59,37,47,12854
"Ocupantes presentes (005)",56368,1203,488,352,359,268,172,269,53257
"Departamento en edificio",,,,,,,,,
"Hogares (007)",71,3,2,,1,1,,2,62
"Ocupantes presentes (008)",189,11,5,,4,4,,8,157
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",455,8,7,5,4,,1,,430
"Ocupantes presentes (011)",1253,16,19,17,12,,2,,1187
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",230,6,5,1,2,1,,,215
"Ocupantes presentes (014)",637,15,9,1,9,1,,,602
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2637,44,17,10,2,1,2,2,2559
"Ocupantes presentes (017)",12771,229,93,57,6,6,12,15,12353
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",9,,,,,,,,9
"Ocupantes presentes (020)",40,,,,,,,,40
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",23,,,1,,,,,22
"Ocupantes presentes (023)",71,,,9,,,,,62
"Otro tipo",,,,,,,,,
"Hogares (025)",10,,,,,,,,10
"Ocupantes presentes (026)",33,,,,,,,,33
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",8623,256,117,88,82,49,33,39,7959
"Ocupantes presentes (029)",33172,916,379,337,328,216,155,199,30642
"Casa independiente",,,,,,,,,
"Hogares (031)",7832,239,103,81,75,47,32,37,7218
"Ocupantes presentes (032)",30975,874,346,310,303,211,153,191,28587
"Departamento en edificio",,,,,,,,,
"Hogares (034)",71,3,2,,1,1,,2,62
"Ocupantes presentes (035)",189,11,5,,4,4,,8,157
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",455,8,7,5,4,,1,,430
"Ocupantes presentes (038)",1253,16,19,17,12,,2,,1187
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",230,6,5,1,2,1,,,215
"Ocupantes presentes (041)",637,15,9,1,9,1,,,602
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",9,,,,,,,,9
"Ocupantes presentes (047)",40,,,,,,,,40
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",21,,,1,,,,,20
"Ocupantes presentes (050)",69,,,9,,,,,60
"Otro tipo",,,,,,,,,
"Hogares (052)",5,,,,,,,,5
"Ocupantes presentes (053)",9,,,,,,,,9
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8432,114,48,22,14,13,7,12,8202
"Ocupantes presentes (056)",38190,558,235,99,62,63,31,93,37049
"Casa independiente",,,,,,,,,
"Hogares (058)",5788,70,31,12,12,12,5,10,5636
"Ocupantes presentes (059)",25393,329,142,42,56,57,19,78,24670
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2637,44,17,10,2,1,2,2,2559
"Ocupantes presentes (071)",12771,229,93,57,6,6,12,15,12353
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
"Hogares (079)",5,,,,,,,,5
"Ocupantes presentes (080)",24,,,,,,,,24
