"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PISCO (000)",96280,3516,23510,7471,62269
"Conviviente (001)",22951,658,4141,1298,16948
"Separado(a) (002)",3836,96,698,192,2861
"Casado(a) (003)",30716,657,11261,3141,15940
"Viudo(a) (004)",3257,71,1216,237,1743
"Divorciado(a) (005)",439,10,135,47,250
"Soltero(a) (006)",35081,2024,6059,2556,24527
"Hombres (008)",48909,1662,12128,4987,30486
"Conviviente (009)",11237,241,2273,861,7928
"Separado(a) (010)",1200,22,256,92,834
"Casado(a) (011)",15376,292,5802,2051,7450
"Viudo(a) (012)",965,24,375,77,494
"Divorciado(a) (013)",208,5,64,28,112
"Soltero(a) (014)",19923,1078,3358,1878,13668
"Mujeres (016)",47371,1854,11382,2484,31783
"Conviviente (017)",11714,417,1868,437,9020
"Separado(a) (018)",2636,74,442,100,2027
"Casado(a) (019)",15340,365,5459,1090,8490
"Viudo(a) (020)",2292,47,841,160,1249
"Divorciado(a) (021)",231,5,71,19,138
"Soltero(a) (022)",15158,946,2701,678,10859
,,,,,
"URBANA (024)",84394,3032,22286,6800,52716
"Conviviente (025)",19765,608,3904,1181,14154
"Separado(a) (026)",3513,93,660,176,2595
"Casado(a) (027)",27285,635,10673,2939,13300
"Viudo(a) (028)",2829,66,1111,218,1443
"Divorciado(a) (029)",409,10,131,46,225
"Soltero(a) (030)",30593,1620,5807,2240,20999
"Hombres (032)",42479,1397,11397,4484,25513
"Conviviente (033)",9637,222,2115,778,6577
"Separado(a) (034)",1060,21,235,82,726
"Casado(a) (035)",13611,281,5453,1918,6159
"Viudo(a) (036)",829,23,337,73,400
"Divorciado(a) (037)",190,5,61,27,98
"Soltero(a) (038)",17152,845,3196,1606,11553
"Mujeres (040)",41915,1635,10889,2316,27203
"Conviviente (041)",10128,386,1789,403,7577
"Separado(a) (042)",2453,72,425,94,1869
"Casado(a) (043)",13674,354,5220,1021,7141
"Viudo(a) (044)",2000,43,774,145,1043
"Divorciado(a) (045)",219,5,70,19,127
"Soltero(a) (046)",13441,775,2611,634,9446
,,,,,
"RURAL (048)",11886,484,1224,671,9553
"Conviviente (049)",3186,50,237,117,2794
"Separado(a) (050)",323,3,38,16,266
"Casado(a) (051)",3431,22,588,202,2640
"Viudo(a) (052)",428,5,105,19,300
"Divorciado(a) (053)",30,,4,1,25
"Soltero(a) (054)",4488,404,252,316,3528
"Hombres (056)",6430,265,731,503,4973
"Conviviente (057)",1600,19,158,83,1351
"Separado(a) (058)",140,1,21,10,108
"Casado(a) (059)",1765,11,349,133,1291
"Viudo(a) (060)",136,1,38,4,94
"Divorciado(a) (061)",18,,3,1,14
"Soltero(a) (062)",2771,233,162,272,2115
"Mujeres (064)",5456,219,493,168,4580
"Conviviente (065)",1586,31,79,34,1443
"Separado(a) (066)",183,2,17,6,158
"Casado(a) (067)",1666,11,239,69,1349
"Viudo(a) (068)",292,4,67,15,206
"Divorciado(a) (069)",12,,1,,11
"Soltero(a) (070)",1717,171,90,44,1413
