"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUAMALIES",,,,,,,,,
"Viviendas particulares (001)",15352,4522,5008,2145,1890,570,550,191,476
"Ocupantes presentes (002)",66022,16784,21665,10200,8647,2725,2661,960,2380
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",14516,4107,4744,2062,1836,559,547,186,475
"Ocupantes presentes (005)",62887,15452,20574,9824,8389,2689,2644,938,2377
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,3,,,,,,,
"Ocupantes presentes (008)",11,11,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",29,8,6,1,5,,3,5,1
"Ocupantes presentes (011)",99,15,23,4,15,,17,22,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",58,21,25,9,2,1,,,
"Ocupantes presentes (014)",197,41,103,38,13,2,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",727,369,230,72,46,10,,,
"Ocupantes presentes (017)",2764,1216,952,333,229,34,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",9,6,3,,,,,,
"Ocupantes presentes (020)",41,28,13,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,6,,1,1,,,,
"Ocupantes presentes (023)",20,18,,1,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4208,750,1097,620,688,264,300,113,376
"Ocupantes presentes (029)",18272,2777,4609,2808,3006,1234,1453,558,1827
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4105,709,1063,610,680,263,297,108,375
"Ocupantes presentes (032)",17914,2673,4470,2766,2977,1232,1436,536,1824
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,3,,,,,,,
"Ocupantes presentes (035)",11,11,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",29,8,6,1,5,,3,5,1
"Ocupantes presentes (038)",99,15,23,4,15,,17,22,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",58,21,25,9,2,1,,,
"Ocupantes presentes (041)",197,41,103,38,13,2,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",9,6,3,,,,,,
"Ocupantes presentes (047)",41,28,13,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,,,1,,,,
"Ocupantes presentes (050)",10,9,,,1,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",11144,3772,3911,1525,1202,306,250,78,100
"Ocupantes presentes (056)",47750,14007,17056,7392,5641,1491,1208,402,553
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",10411,3398,3681,1452,1156,296,250,78,100
"Ocupantes presentes (059)",44973,12779,16104,7058,5412,1457,1208,402,553
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",727,369,230,72,46,10,,,
"Ocupantes presentes (071)",2764,1216,952,333,229,34,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,3,,1,,,,,
"Ocupantes presentes (077)",10,9,,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,2,,,,,,,
"Ocupantes presentes (080)",3,3,,,,,,,
