"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia MARISCAL LUZURIAGA",,,,,,,,
"Viviendas particulares (001)",5380,5131,213,4,3,24,3,2
"Ocupantes presentes (002)",23182,22131,914,22,7,89,14,5
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",5332,5084,213,4,3,23,3,2
"Ocupantes presentes (005)",22993,21945,914,22,7,86,14,5
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",46,46,,,,,,
"Ocupantes presentes (017)",181,181,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",2,1,,,,1,,
"Ocupantes presentes (023)",8,5,,,,3,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",689,529,130,3,3,22,,2
"Ocupantes presentes (029)",2761,2055,595,18,7,81,,5
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",688,529,130,3,3,21,,2
"Ocupantes presentes (032)",2758,2055,595,18,7,78,,5
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,,,,,1,,
"Ocupantes presentes (050)",3,,,,,3,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4691,4602,83,1,,2,3,
"Ocupantes presentes (056)",20421,20076,319,4,,8,14,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",4644,4555,83,1,,2,3,
"Ocupantes presentes (059)",20235,19890,319,4,,8,14,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",46,46,,,,,,
"Ocupantes presentes (071)",181,181,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",5,5,,,,,,
"Otro tipo",,,,,,,,
