"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",16646,316,5335,5527,3991,1477
"Agric., ganadería, caza y silvicultura (001)",10927,270,3467,3262,2721,1207
"Pesca (002)",2,,,,2,
"Explotación de minas y canteras (003)",267,1,107,114,42,3
"Industrias manufactureras (004)",379,4,154,108,86,27
"Suministro de electricidad, gas y agua (005)",9,1,1,4,3,
"Construcción (006)",609,3,233,210,143,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1321,16,334,479,372,120
"Venta, mant.y rep. veh.autom.y motoc. (008)",110,1,61,25,19,4
"Comercio al por mayor (009)",38,,7,19,8,4
"Comercio al por menor (010)",1173,15,266,435,345,112
"Hoteles y restaurantes (011)",352,3,117,105,103,24
"Trans., almac. y comunicaciones (012)",525,5,243,200,66,11
"Intermediación financiera (013)",6,,2,3,1,
"Activid.inmobil., empres. y alquileres (014)",152,,66,57,27,2
"Admin.pub. y defensa; p. segur.soc.afil (015)",336,,119,146,69,2
"Enseñanza (016)",940,,159,574,199,8
"Servicios sociales y de salud (017)",170,,54,71,42,3
"Otras activ. serv.comun.soc y personales (018)",188,8,75,63,32,10
"Hogares privados con servicio doméstico (019)",254,4,134,62,38,16
"Actividad economica no especificada (021)",209,1,70,69,45,24
"Hombres (022)",12837,223,4161,4153,3126,1174
"Agric., ganadería, caza y silvicultura (023)",9525,197,3031,2871,2382,1044
"Pesca (024)",2,,,,2,
"Explotación de minas y canteras (025)",263,1,104,113,42,3
"Industrias manufactureras (026)",287,4,110,77,71,25
"Suministro de electricidad, gas y agua (027)",9,1,1,4,3,
"Construcción (028)",578,3,223,192,142,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",534,3,173,165,148,45
"Venta, mant.y rep. veh.autom.y motoc. (030)",93,1,49,20,19,4
"Comercio al por mayor (031)",23,,2,13,5,3
"Comercio al por menor (032)",418,2,122,132,124,38
"Hoteles y restaurantes (033)",79,2,30,23,18,6
"Trans., almac. y comunicaciones (034)",494,3,223,193,64,11
"Intermediación financiera (035)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (036)",113,,46,41,25,1
"Admin.pub. y defensa; p. segur.soc.afil (037)",217,,62,101,52,2
"Enseñanza (038)",491,,68,294,125,4
"Servicios sociales y de salud (039)",64,,15,25,21,3
"Otras activ. serv.comun.soc y personales (040)",120,8,50,35,21,6
