"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ANTABAMBA (000)",11373,589,3009,1607,1477,1354,1080,906,1351
"Quechua (001)",8771,317,1870,1178,1211,1126,944,845,1280
"Aymara (002)",32,2,1,3,2,7,6,4,7
"Ashaninca (003)",3,,2,,1,,,,
"Otra lengua nativa (004)",9,,5,1,1,1,,,1
"Castellano (005)",2532,269,1126,422,256,211,130,55,63
"Idioma extranjero (006)",6,,,,4,1,,1,
"Es sordomudo/a (007)",20,1,5,3,2,8,,1,
"Hombres (009)",5802,318,1575,823,796,698,563,417,612
"Quechua (010)",4403,158,994,605,647,572,475,381,571
"Aymara (011)",9,,,1,1,1,1,2,3
"Ashaninca (012)",2,,2,,,,,,
"Otra lengua nativa (013)",4,,3,,1,,,,
"Castellano (014)",1368,160,573,216,145,117,87,32,38
"Idioma extranjero (015)",4,,,,2,1,,1,
"Es sordomudo/a (016)",12,,3,1,,7,,1,
"Mujeres (018)",5571,271,1434,784,681,656,517,489,739
"Quechua (019)",4368,159,876,573,564,554,469,464,709
"Aymara (020)",23,2,1,2,1,6,5,2,4
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",5,,2,1,,1,,,1
"Castellano (023)",1164,109,553,206,111,94,43,23,25
"Idioma extranjero (024)",2,,,,2,,,,
"Es sordomudo/a (025)",8,1,2,2,2,1,,,
,,,,,,,,,
"URBANA (027)",8029,388,2258,1207,1000,946,728,620,882
"Quechua (028)",5661,143,1208,815,772,746,600,561,816
"Aymara (029)",29,1,1,2,1,7,6,4,7
"Ashaninca (030)",1,,,,1,,,,
"Otra lengua nativa (031)",9,,5,1,1,1,,,1
"Castellano (032)",2307,243,1039,388,219,185,122,53,58
"Idioma extranjero (033)",6,,,,4,1,,1,
"Es sordomudo/a (034)",16,1,5,1,2,6,,1,
"Hombres (036)",4036,223,1171,628,519,466,376,276,377
"Quechua (037)",2784,80,640,428,397,361,296,242,340
"Aymara (038)",7,,,,,1,1,2,3
"Otra lengua nativa (040)",4,,3,,1,,,,
"Castellano (041)",1227,143,525,200,119,97,79,30,34
"Idioma extranjero (042)",4,,,,2,1,,1,
"Es sordomudo/a (043)",10,,3,,,6,,1,
"Mujeres (045)",3993,165,1087,579,481,480,352,344,505
"Quechua (046)",2877,63,568,387,375,385,304,319,476
"Aymara (047)",22,1,1,2,1,6,5,2,4
"Ashaninca (048)",1,,,,1,,,,
"Otra lengua nativa (049)",5,,2,1,,1,,,1
"Castellano (050)",1080,100,514,188,100,88,43,23,24
"Idioma extranjero (051)",2,,,,2,,,,
"Es sordomudo/a (052)",6,1,2,1,2,,,,
,,,,,,,,,
"RURAL (054)",3344,201,751,400,477,408,352,286,469
"Quechua (055)",3110,174,662,363,439,380,344,284,464
"Aymara (056)",3,1,,1,1,,,,
"Ashaninca (057)",2,,2,,,,,,
"Castellano (059)",225,26,87,34,37,26,8,2,5
"Es sordomudo/a (061)",4,,,2,,2,,,
"Hombres (063)",1766,95,404,195,277,232,187,141,235
"Quechua (064)",1619,78,354,177,250,211,179,139,231
"Aymara (065)",2,,,1,1,,,,
"Ashaninca (066)",2,,2,,,,,,
"Castellano (068)",141,17,48,16,26,20,8,2,4
"Es sordomudo/a (070)",2,,,1,,1,,,
"Mujeres (072)",1578,106,347,205,200,176,165,145,234
"Quechua (073)",1491,96,308,186,189,169,165,145,233
"Aymara (074)",1,1,,,,,,,
"Castellano (077)",84,9,39,18,11,6,,,1
"Es sordomudo/a (079)",2,,,1,,1,,,
