"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASTILLA (000)",16310,2287,6841,5350,361,1265,206
"Agric., ganadería, caza y silvicultura (001)",7955,37,3882,2840,247,949,
"Pesca (002)",238,,91,94,,53,
"Explotación de minas y canteras (003)",1673,299,1331,40,3,,
"Industrias manufactureras (004)",480,26,220,208,12,14,
"Suministro de electricidad, gas y agua (005)",43,14,27,2,,,
"Construcción (006)",857,53,652,140,6,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1546,168,62,1142,39,135,
"Venta, mant.y rep. veh.autom y motoc. (008)",146,28,47,60,8,3,
"Comercio al por mayor (009)",60,11,3,43,,3,
"Comercio al por menor (010)",1340,129,12,1039,31,129,
"Hoteles y restaurantes (011)",521,123,84,257,27,30,
"Trans., almac. y comunicaciones (012)",593,124,150,301,7,11,
"Intermediación financiera (013)",16,16,,,,,
"Activid.inmobil., empres. y alquileres (014)",309,194,63,45,6,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",536,387,149,,,,
"Enseñanza (016)",592,545,1,45,1,,
"Servicios sociales y de salud (017)",197,179,2,15,1,,
"Otras activ. serv.comun.soc y personales (018)",290,78,86,111,4,11,
"Hogares privados con servicio doméstico (019)",206,,,,,,206
"Actividad economica no especificada (021)",258,44,41,110,8,55,
"Hombres (022)",11372,1304,5544,3677,277,551,19
"Agric., ganadería, caza y silvicultura (023)",5802,34,2766,2348,213,441,
"Pesca (024)",233,,90,92,,51,
"Explotación de minas y canteras (025)",1633,268,1324,38,3,,
"Industrias manufactureras (026)",366,15,201,133,10,7,
"Suministro de electricidad, gas y agua (027)",43,14,27,2,,,
"Construcción (028)",839,52,635,140,6,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",642,84,62,458,19,19,
"Venta, mant.y rep. veh.autom y motoc. (030)",141,25,47,59,7,3,
"Comercio al por mayor (031)",34,7,3,24,,,
"Comercio al por menor (032)",467,52,12,375,12,16,
"Hoteles y restaurantes (033)",151,35,48,50,8,10,
"Trans., almac. y comunicaciones (034)",516,91,134,280,6,5,
"Intermediación financiera (035)",9,9,,,,,
"Activid.inmobil., empres. y alquileres (036)",232,139,58,30,4,1,
"Admin.pub. y defensa; p. segur soc.afil (037)",359,257,102,,,,
"Enseñanza (038)",200,184,1,14,1,,
"Servicios sociales y de salud (039)",80,66,2,11,1,,
"Otras activ. serv.comun.soc y personales (040)",164,44,72,42,1,5,
"Hogares privados con servicio doméstico (041)",19,,,,,,19
"Actividad economica no especificada (043)",84,12,22,39,5,6,
"Mujeres (044)",4938,983,1297,1673,84,714,187
"Agric., ganadería, caza y silvicultura (045)",2153,3,1116,492,34,508,
"Pesca (046)",5,,1,2,,2,
"Explotación de minas y canteras (047)",40,31,7,2,,,
"Industrias manufactureras (048)",114,11,19,75,2,7,
"Construcción (050)",18,1,17,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",904,84,,684,20,116,
"Venta, mant.y rep. veh.autom y motoc. (052)",5,3,,1,1,,
"Comercio al por mayor (053)",26,4,,19,,3,
"Comercio al por menor (054)",873,77,,664,19,113,
"Hoteles y restaurantes (055)",370,88,36,207,19,20,
"Trans., almac. y comunicaciones (056)",77,33,16,21,1,6,
"Intermediación financiera (057)",7,7,,,,,
"Activid.inmobil., empres. y alquileres (058)",77,55,5,15,2,,
"Admin.pub. y defensa; p. segur soc.afil (059)",177,130,47,,,,
"Enseñanza (060)",392,361,,31,,,
"Servicios sociales y de salud (061)",117,113,,4,,,
"Otras activ. serv.comun.soc y personales (062)",126,34,14,69,3,6,
"Hogares privados con servicio doméstico (063)",187,,,,,,187
"Actividad economica no especificada (065)",174,32,19,71,3,49,
,,,,,,,
"URBANA (066)",9342,1775,3456,3166,186,616,143
"Agric., ganadería, caza y silvicultura (067)",3293,23,1549,1245,90,386,
"Pesca (068)",43,,21,10,,12,
"Explotación de minas y canteras (069)",1064,199,833,30,2,,
"Industrias manufactureras (070)",373,23,176,149,12,13,
"Suministro de electricidad, gas y agua (071)",30,7,21,2,,,
"Construcción (072)",594,36,426,120,6,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1252,131,48,919,35,119,
"Venta, mant.y rep. veh.autom y motoc. (074)",109,16,36,48,8,1,
"Comercio al por mayor (075)",51,9,3,38,,1,
"Comercio al por menor (076)",1092,106,9,833,27,117,
"Hoteles y restaurantes (077)",416,101,48,222,23,22,
"Trans., almac. y comunicaciones (078)",445,99,120,211,4,11,
"Intermediación financiera (079)",14,14,,,,,
"Activid.inmobil., empres. y alquileres (080)",196,117,37,35,6,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",409,317,92,,,,
"Enseñanza (082)",481,441,1,38,1,,
"Servicios sociales y de salud (083)",167,156,2,9,,,
"Otras activ. serv.comun.soc y personales (084)",232,74,57,89,4,8,
"Hogares privados con servicio doméstico (085)",143,,,,,,143
"Actividad economica no especificada (087)",190,37,25,87,3,38,
"Hombres (088)",6115,960,2803,1969,127,246,10
"Agric., ganadería, caza y silvicultura (089)",2304,20,1030,996,75,183,
"Pesca (090)",42,,20,10,,12,
"Explotación de minas y canteras (091)",1036,178,827,29,2,,
"Industrias manufactureras (092)",275,12,158,89,10,6,
"Suministro de electricidad, gas y agua (093)",30,7,21,2,,,
"Construcción (094)",580,35,413,120,6,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",515,63,48,370,18,16,
"Venta, mant.y rep. veh.autom y motoc. (096)",105,14,36,47,7,1,
"Comercio al por mayor (097)",28,5,3,20,,,
"Comercio al por menor (098)",382,44,9,303,11,15,
"Hoteles y restaurantes (099)",111,27,24,45,6,9,
"Trans., almac. y comunicaciones (100)",385,71,108,197,4,5,
"Intermediación financiera (101)",8,8,,,,,
"Activid.inmobil., empres. y alquileres (102)",135,70,33,27,4,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",265,211,54,,,,
"Enseñanza (104)",162,150,1,10,1,,
"Servicios sociales y de salud (105)",68,59,2,7,,,
"Otras activ. serv.comun.soc y personales (106)",119,41,45,30,1,2,
"Hogares privados con servicio doméstico (107)",10,,,,,,10
"Actividad economica no especificada (109)",70,8,19,37,,6,
"Mujeres (110)",3227,815,653,1197,59,370,133
"Agric., ganadería, caza y silvicultura (111)",989,3,519,249,15,203,
"Pesca (112)",1,,1,,,,
"Explotación de minas y canteras (113)",28,21,6,1,,,
"Industrias manufactureras (114)",98,11,18,60,2,7,
"Construcción (116)",14,1,13,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",737,68,,549,17,103,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,2,,1,1,,
"Comercio al por mayor (119)",23,4,,18,,1,
"Comercio al por menor (120)",710,62,,530,16,102,
"Hoteles y restaurantes (121)",305,74,24,177,17,13,
"Trans., almac. y comunicaciones (122)",60,28,12,14,,6,
