"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia DATEM DEL MARAÑON (000)",28586,19253,9333
"De 3 a 5 años (001)",5603,203,5400
"De 6 a 11 años (002)",9358,6475,2883
"De 12 a 16 años (003)",6535,6224,311
"De 17 a 24 años (004)",7090,6351,739
"Hombres (005)",14314,10096,4218
"De 3 a 5 años (006)",2764,106,2658
"De 6 a 11 años (007)",4730,3375,1355
"De 12 a 16 años (008)",3334,3250,84
"De 17 a 24 años (009)",3486,3365,121
"Mujeres (010)",14272,9157,5115
"De 3 a 5 años (011)",2839,97,2742
"De 6 a 11 años (012)",4628,3100,1528
"De 12 a 16 años (013)",3201,2974,227
"De 17 a 24 años (014)",3604,2986,618
,,,
"URBANA (015)",7502,5829,1673
"De 3 a 5 años (016)",1267,77,1190
"De 6 a 11 años (017)",2243,1826,417
"De 12 a 16 años (018)",2081,2050,31
"De 17 a 24 años (019)",1911,1876,35
"Hombres (020)",3725,2941,784
"De 3 a 5 años (021)",620,38,582
"De 6 a 11 años (022)",1128,945,183
"De 12 a 16 años (023)",1072,1060,12
"De 17 a 24 años (024)",905,898,7
"Mujeres (025)",3777,2888,889
"De 3 a 5 años (026)",647,39,608
"De 6 a 11 años (027)",1115,881,234
"De 12 a 16 años (028)",1009,990,19
"De 17 a 24 años (029)",1006,978,28
,,,
"RURAL (030)",21084,13424,7660
"De 3 a 5 años (031)",4336,126,4210
"De 6 a 11 años (032)",7115,4649,2466
"De 12 a 16 años (033)",4454,4174,280
"De 17 a 24 años (034)",5179,4475,704
"Hombres (035)",10589,7155,3434
"De 3 a 5 años (036)",2144,68,2076
"De 6 a 11 años (037)",3602,2430,1172
"De 12 a 16 años (038)",2262,2190,72
"De 17 a 24 años (039)",2581,2467,114
"Mujeres (040)",10495,6269,4226
"De 3 a 5 años (041)",2192,58,2134
"De 6 a 11 años (042)",3513,2219,1294
"De 12 a 16 años (043)",2192,1984,208
"De 17 a 24 años (044)",2598,2008,590
