"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTUMAZA (000)",27566,7769,2839,579,16415
"Hombres (001)",14061,3572,1428,348,8735
"Mujeres (002)",13505,4197,1411,231,7680
"PEA (003)",10166,1439,1297,278,7171
"Hombres (004)",8013,1065,758,219,5989
"Mujeres (005)",2153,374,539,59,1182
"Ocupada (006)",9230,1274,1268,266,6441
"Hombres (007)",7235,937,739,212,5365
"Mujeres (008)",1995,337,529,54,1076
"Desocupada (009)",936,165,29,12,730
"Hombres (010)",778,128,19,7,624
"Mujeres (011)",158,37,10,5,106
"No PEA (012)",17400,6330,1542,301,9244
"Hombres (013)",6048,2507,670,129,2746
"Mujeres (014)",11352,3823,872,172,6498
,,,,,
"URBANA (018)",11922,2611,2453,450,6440
"Hombres (019)",5915,1156,1229,278,3272
"Mujeres (020)",6007,1455,1224,172,3168
"PEA (021)",4839,501,1154,235,2967
"Hombres (022)",3262,301,653,183,2142
"Mujeres (023)",1577,200,501,52,825
"Ocupada (024)",4464,453,1128,226,2675
"Hombres (025)",2983,271,636,177,1916
"Mujeres (026)",1481,182,492,49,759
"Desocupada (027)",375,48,26,9,292
"Hombres (028)",279,30,17,6,226
"Mujeres (029)",96,18,9,3,66
"No PEA (030)",7083,2110,1299,215,3473
"Hombres (031)",2653,855,576,95,1130
"Mujeres (032)",4430,1255,723,120,2343
,,,,,
"RURAL (036)",15644,5158,386,129,9975
"Hombres (037)",8146,2416,199,70,5463
"Mujeres (038)",7498,2742,187,59,4512
"PEA (039)",5327,938,143,43,4204
"Hombres (040)",4751,764,105,36,3847
"Mujeres (041)",576,174,38,7,357
"Ocupada (042)",4766,821,140,40,3766
"Hombres (043)",4252,666,103,35,3449
"Mujeres (044)",514,155,37,5,317
"Desocupada (045)",561,117,3,3,438
"Hombres (046)",499,98,2,1,398
"Mujeres (047)",62,19,1,2,40
"No PEA (048)",10317,4220,243,86,5771
"Hombres (049)",3395,1652,94,34,1616
"Mujeres (050)",6922,2568,149,52,4155
